req,res
응 우린 거의 나가면서 그때^^ ㅋㅋ,응 가서 바로 먹어야 하니까
예약안하면 사람 많아서?,응 좀 늦게 나와/여기 다 예약하고 갈걸?
그럼 오늘 뭐먹을지 정했어?,난 오늘 출장가서 고기 먹는다/넌?
나는 나갈때 정한다니까... ㅋㅋ 아직 생각 안해봤어,"아 아직도...?/마음에 생각할 수 있지,/원래 출장가면 거기 맛집 가자~ 하고 알려주거나 미리 알아보고 가"
오늘 우리 조카 생일이야!,진짜?나 왜 몰랐지?
넌 친이모가 아니잖아?,좀 섭섭하군요
생일 알았으면 선물이라도 해주려구?,당연하지! 생일 선물 해줘야지
아직 책 잘 못읽는앤데,책은 썩지도 않아 언젠가 읽게 된다고
넌 정말 재미없는 이모가 될거야,책만큼 유익한 선물이 어디있니?
그건그렇지만,아 조카 생일이면 얘기 좀 해주지 진짜/벌써 열시 가까이 됐잖아
점심 뭐먹어,나 짜장면깐풍기 반반 너는?
우와 맛있는거 먹었네 난 서브웨이,참 서브웨이 잘먹어 ㅋㅋ 무슨 메뉴 먹었어?
이탈리안비엠티에 아보카도 추가해서!,아보카도 추가하면 맛있어?/소스 뭘로해?
아보카도 하면 짠맛이 덜해져서 좋더라구!,아맞아 이탈리안비엠티가 짜/난 그래서 에그마요만 먹지 ㅇㅅㅇ/에그마요 추가도 있지않아? 것보단 아보카도가 나아?
그래서 에그마요 먹으려다 비엠티 먹었땅 !,ㅋㅋ 말하면서 그 생각하긴했어 ㅋㅋ 어제오늘 계란 엄청 먹네...
^^,근데 또 오늘 저녁에도 먹겠지...
막내가 샌드위치 고른거잇찌^^,아 ㅋㅋ 너가 더 말은 안하고? ㅋㅋ
알면서 그랫을수도 잇구 ^^,ㅋㅋ 넌 진짜 서브웨이 좋아한다/샐러디랑 서브웨이 중에 뭐가 더 좋아?
근데 진짜 양파후레이크 더 넣어서먹음 맛잇어,나도 먹어보고싶당 여기 샐러디있었던거같은데
친할머니 모신 절에 한번 가야하는데,기일에 못 갔어?
응.,따로 가도 괜찮지 않을까?
그렇겠지?,응 가서 기도드리고 하면 되지~/응 대신 아닌거 알면 마음 편하지 않겠어?/응응 내일 가봐~!/응! 과정이 필요할뿐이야/처음부터 정상에 서 있을 순 없자나
생전에 좋아하셨던 음식 싸들고 가고 싶은데 절이어서 안될거 같기도 하고,좀 그렇긴 하겠다ㅠㅠ
응 거기서 음식 풀어서 절하기도 그렇고,ㅋㅋ 그냥 마음만 가지고 가자
그래야할듯,제삿날에도 못간거야?
응. 못갔어 ㅠㅠ,마음이 무거울만하다ㅠㅠ
저녁 뭐먹을까 김치볶음밥에 된찌어때?,"아니 샌드위치 안먹어 ?/속은 금방 변할꺼같은데,!"
빵도 한쪽밖에 없어 너 먹으려면 먹엉,그거 퍼먹으면 밥 안먹을꺼같아/난 그럼 샌드위치 먹을게
와우 3끼 괜찮아?,아니 썩는것보다 낫지/아깝자너
혹시 모닝빵은 별로니? 모닝빵도 살걸 어제...,모닝빵 사도돼/남으면 쨈발라먹지 뭐
난 칼퇴 준비를 해야겠어,"파바에서? 파바가 어디있어,?/우유 얼마남앗엇지?"
뚜레쥬르에서 사!,그랭 오케
어제 먹은 샌드위치 어떻게 만들었어?,맛있지! 사실 남은 감자 처리하려고 만든 거였는데 기대 이상이었어 ㅋㅋ
응 다지기 힘들었겠더라,ㅋㅋ 힘들었지만 맛있게 먹어줘서 다 잊을 수 있었지^^
뭐 뭐 들어간 거야?,감자 계란 양배추 양파 오이!/넣다 보니까 양이 많아졌어 ㅋㅋ
다음엔 얇은 빵 사서 해먹자 더 맛있을 거 같아,그랭 ㅋㅋ 요즘엔 식빵이 다들 두꺼운 거 같아
식빵,식당이요? ㅋㅋ 맞아 마트 거가 얇긴 하지 ㅋㅋ/우선 모닝빵 먹어보장 ㅋㅋ
근데 이제 속 다 먹음 ㅋㅋ,근데 우리 딸기잼은 상태 괜찮아? ㅋㅋ
동생이 나랑 방탈출 안해줘서 섭섭해,왜 안해주는거야?
몰라 지 친구들하고는 하던데,역시 친구랑 누나는 다르지
나랑 안지 더 오래 됐는데 너무 치사한거 아닌지,혈육은 원래 그런 관계인거야
이럴땐 여동생 있었으면 좋겠다니까?,여동생하고 놀기가 더 편하긴 하겠다
응. 남동생이 나랑 안놀아줄때마다 여동생을 원하게 돼,ㅋㅋ 근데 여동생도 너랑 안놀아줄수도
그런 반전이,동생들은 다 똑같은듯 ㅋㅋ
아침먹고있니?,응 ㅋㅋ 커피랑!
우유랑 먹고싶군 ㅋㅋ,그니가!/나도 모니빵이 더 맛있느거같아 ㅋㅋ
ㅋㅋ 거기사람들은뭐래? 맛있대지?,응응 맛있대!/다음주에 또 부탁한다느데? ㅋㅋ
감자 있으면 또 할만도 한데 감자도 없어서 ㅋㅋ,귀찮으니까 ^^ 각끔 모닝빵 사서 딸기쨈 발라먹자 ㅋㅋ
ㅋㅋ 딸기쨈있으니까 그것만 조금 먹어야징,",정말 어렵군,"
ㅋㅋ 감자샐러드 맞았으니까 또 맞으려면 3개월뒤에...^^,묘하게 그럴듯해 ㅋㅋ
너 지금 롤 들어올 수 있어?,ㅠㅠ 미안 나 지금 과제중이라 게임 못할듯...
하...지금 승급전 계속 실패하는데 너무 힘들어서,ㅋㅋ 너 티어 몇이더라?
나 골드2! 플레티넘 가고싶어서 ㅠㅠ,크... 또 이 플래티넘인 내가 도와줘야겠구만
ㅋㅋ 맞아... 네가 필요해서 연락한건데 안된다니 너무 아쉽구만,나 과제 끝나면 한 2시간 정도 걸리는데 그때 롤 같이 할래?
난 너무 좋지! 네가 버스태워주는 거지? ㅋㅋ,ㅋㅋ 내가 캐리해줄게 나만 믿어:)
오늘 점심때 뭐먹었어?,점심 짜장면이랑깐풍기 한그릇에 나온 반반메뉴!/근데 그닥이었어 ㅋㅋ 너는?
난 오늘 잡채랑 오리고기 나왔어!,헐 완전 맛있는 메뉴네 밥 잘나온다야~
전보다 잘나오는거같아,아그래? 역시 바꿔줘야하나봐
마자 그전가게는 진짜 정성이라는게  안느껴졌는데 여긴 그래도 신경쓰는게 느껴지더라,그래도 근처에 먹을만한 식당이 여러개있나봐? 고를데 없으면 최악인데ㅜㅠ
식당도 많더라구,굿굿 좋은 선택이다/일하는데 밥 맛없으면 진짜 일할맛안난다구
너 아침먹어?,응 원래 아침보다 잠을 택했는데/점심전까지 배고파서 먹어야겠더라ㅠㅠ
집에서 먹고 출발해? 아님 가서?,좀 일찍 일어나면 먹고 가고/아니면 차타고 가면서 먹어
뭐먹어 차에서?,ㅋㅋ 그냥 빵같은거 먹을때도 있고 채소 손질해가서 먹을때도 있고 그래
근데 꼭 내가 아침먹으려고 마음먹을때마다 사장이 일찍 오더라고... ㅋㅋ,회사가서 먹는게 더 좋아보이는데?/앜 ㅋㅋ 사장오면 먹기 좀 그렇구나
탕비실이 있긴한데 거긴 자주 왔다갔다하는곳이라서 먹기 그래서 자리에서 먹거든 그럼 좀 신경쓰여ㅠㅠ ㅋㅋ,마자 그렇긴하지ㅠㅠ
오늘 점심은 뭐 나왔어?,후하후하 고치돈!/고구마 치즈 돈까스~
고구마 치즈 돈까스?,대박이지
존맛탱 3개가 모였네...,사진찍어보내려다가 기력없어서 핸드폰 못 들었어.../근데 약간 성의없는 고구마 치즈 돈까스였어
아니 저런... 밥 먹을 기력은 있었어?,왜냐면 치즈는 잘잘한 눈꽃치즈로 뿌려져 있었고 (양이 많지 않았음)/고구마는 그 튜브로 짜낸 것처럼 위에 한 줄로 있었거든/돈까스 속에 둘 다 들어있던 게 아니라
너무해,그러니까!/상식적인 고구마 치즈 돈까스는 그런 거라구요
너 핸드폰 게임 하는 거 있어?,음... 요즈음은 딱히 하는 게임 없어
오 그러면 나랑 같이 게임 시작할래?,오! 어떤 게임인데?! 궁금하다!
"tft라고 롤에서 나온 게임 있는데, 모바일로 할 수 있어. 들어 봤어?",들어본 적은 있는 것 같은데 잘 모르겠어
체스처럼 네가 캐릭터들을 배치해놓으면 걔네끼리 자동으로 싸워서 이기면 되는 게임이야!,엇 재미있어 보이는데? 저녁에 같이 할까?
좋지! 이따가 8시쯤에 내가 카톡할게.,응응 너만 믿고 게임 깐다!
너 이번주 토요일에 시간 괜찮아?,응응 할 일 없어/응응 할 일 없어
같이 축구나 할래?,축구? 좋지! 근데 우리 맨날 축구하던 운동장 코로나 때문에 못들어가잖아ㅠㅠ/축구? 좋지!/근데 우리 맨날 축구하던 운동장 코로나 때문에 못들어가잖아ㅠ
내가 알아보니까 축구장 대여해서 4명까지는 쓸 수 있더라고!,오 그런게 있었구나! 근데 우리 2명에서 축구하는거야?/오 그런게 있었구나!/근데 우리 2명에서 축구하는거야?
내가 아는 친구 2명 있어서 걔네 불러서 같이하자고 하려는데 괜찮아?,축구는 사람 많아야 재밌지 나는 괜찮아/축구는 사람 많아야 재밌지 나는 괜찮아
오키 그러면 내가 축구장 대여하고 연락할게!,응응 고마워 근데 너 축구화 남는거 있어?/응응 고마워 근데 너 축구화 남는거 있어?
너 없으면 내가 챙겨갈게.,응 고마워! 그럼 그때 보자!/응 고마워! 그럼 그때 보자!
너 이번에 롤 대회 결승전 하는 거 알아?,요즘에 대회를 잘 안보다보니 몰랐네./벌써 결승전이야?
응! 안 그래도 내가 응원하는 팀이 결승가서 물어봤지,요새도 코로나 때문에 무관중으로 하려나?
"저번 대회까지는 그랬었는데, 이번에는 관중 50명 한정으로 입장 가능하대",헐 보러 가면 진짜 좋겠다.
"이번에 추첨으로 보러 갈 수 있는데, 나 당첨 됐잖아!",와 진짜 부럽다 ㅠㅠ/나랑 가주면 안돼?
너랑 같이 가고 싶어서 물어본거야.,너무 고마워ㅠ/가게 되면 내가 밥은 살게
요즘 중고거래 시스템이 잘 되어있어서 좋은 것 같아.,맞아. 나 최근에도 중고거래로 아주 저렴한 양도권 사서 좋았어.
싸다는 것도 큰 이점인데 사기꾼들을 잘 잡아 준다는 것도 엄청나게 좋은 것 같아.,그건 정말 좋은 것 같아. 사기꾼이 많아서 걱정인데 시스템이 잘 되어있어서 안심돼.
더 치트도 있고 특히 당근마켓은 사람마다 평가도 있어서 안심돼.,그러니깐 말이야. 그리고 쿠팡 같은 경우 굉장히 저렴하고 택배도 빨리 와서 좋은 것 같아.
참 재미있는 게 오히려 쿠팡에서 짝퉁을 팔고 있더라고.,짝퉁? 어떤 거?
예전에 마우스 사려고 했었는데 댓글 보니까 대부분 사람이 짝퉁이라고 하더라고.,아이고. 왜 짝퉁은 파는 거지? 사람들이 요즘 얼마나 똑똑한데
내 말이. 그리고 유튜브에 보니까 문의했는데도 조치를 안 취한다고 하더라고.,세상에. 쿠팡 좋아했는데 이용을 덜 해야 하나?
이번 올림픽 양궁 결과만 알다가 경기 영상을 뒤늦게 봤는데 진짜 멋있더라.,나는 선수들 나오는 TV프로그램도 다 챙겨봤어.../우리 선수들 최고.../나는 선수들 나오는 TV프로그램도 다 챙겨봤어.../우리 선수들 최고...
역시 주몽의 나라인가...그거 보니까 나도 괜히 활 쏴보고 싶어지더라니까,나는 며칠전에 양궁은 아니지만 비슷한 느낌으로 활 쏴봤다?
헐 양궁을 어디에서?,길지나가는데 양궁카페가 따로 있더라고!/길 지나가는데 양궁카페가 따로 있더라고!
오와 신기하다. 어땠어?,이게 쉽지 않더라고.../10점을 단 한번도 쏘지 못했어.../이게 쉽지 않더라고...10점을 단 한번도 쏘지 못했어...
오호... 실제로 쏘면 많이 다른가보다.,진짜 과녁이 하나도 안보이더라.../선수들 대단해...
재밌겠다! 다음에 나도 데려가.,나도 또 가보고 싶었는데 좋아!/나도 또 가보고 싶었는데 좋아!
언니 내가 요즘 중고거래 자주 하는데 재밌더라,무슨 어플 사용하는데?
당근미켓이랑 번개장터 쓰고 있어,둘 중에 뭐가 더 좋아?/추천해줘
당근마켓은 직거래가 편하긴 한데 매물이 적어서 번개장터가 더 좋았어,나도 그럼 번개장터 써봐야겠다
중고로 팔 물건이라도 있어?,응 안보는 책들 몽땅 팔려고
얼마에 팔 생각이야?,글쎄 아직 생각 안해봤어
가격을 좀 싸게 올리거나 평균가로 올린 뒤에 할인해야 잘 팔려,오 알려줘서 고마워
중고책 팔 때 내 것도 팔아줘,응 알겠어
바람의 나라 해본적 있어?,응 어릴 때 많이 해봤어
이번에 모바일로 나온지 일년째 됐다더라,나 그거 사전예약 했는데 게임은 안했어
왜 재미있어 보이던데?,내가 기억하는 게임과 많이 달라진 것 같더라고
어떤 점이 다른지 말해줄수 있어?,일단 그래픽이 달라서관심이 안가더라
그리고 또 차이점이 있어?,무슨 진영을 나눠서 싸움을 하는 게 생긴 것 같아
요즘 많이 하는 게임있어?,가장 최근에 한 게임은 리듬게임이야
아 게임 제목이 리듬게임이야?,아니 게임 이름은 뱅드림인데 일본 게임이야
혹시 다른 게임하고 다른점이 있어?,이건 카드를 뽑아서 내 밴드를 꾸릴 수 있어
밴드를 꾸린다는게 어떤 의미야?,카드를 뽑아서 5개로 팀을 하나 만들 수 있어
아 그럼 그 카드는 어떻게 뽑는거야?,게임 머니를 모아서 랜덤으로 뽑기를 돌려
나 오늘 중고거래 하러 가야 해,뭐 사기로 했는데?
블루투스 이어폰 사기로 했어,원래 이어폰 있지 않았어?
있었는데 잃어버려서 중고로 다시 사기로 했어,그렇구나 당근마켓에서 본거야?
응 싸게 판매하는 사람이 있어서 사려고 해,얼마에 사는 건데?
시세보다 만 원정도 싸게 사는 거야,그렇구나 잘했네/그럼 몇 시에 중고거래 하기로 했어?
오늘 오후 5시에 만나기로 했어,그래 괜찮은 물건 잘 샀으면 좋겠다
오늘아침 뭐먹었어요?,아침 사과 먹었어 하하/세척사과 인터넷으로 구입했는데 괜찮더라 너는?
전 아침에 추석기차 예매하느라 일찍일어나서 카레남은거 먹었어욬 ㅋㅋ,오 카레 하하 매운카레야?
근데 카레는 매워야 맛이죠,맞어 ㅋㅋ 그건그래/아 집에 나도 카레가루 있나 봤더니 유통기한이 지났더라 ㅠ
맞아요 혼자 지내면 잘 안만들어 먹긴하죠,그치 그리고 11번가에서 카레가루 많이 샀거든.../그래서 욕심부렸더니 ㅠ
헉 한두개 사도 엄청 오래먹고 만들어 먹으면 질리 잖아요,맞어... 무슨 청정원에서 코코넛카레? 양파카레... 머 그런거 여러가지 샀었는데 ㅠ 아까비
그거 카레의 여왕맞죠?맛있는데ㅠㅠ,맞어 그거야 ㅠㅠ 큽 ㅠㅠ 부드러우면서 맛있더라
너도 피파 온라인 해봤겠네,응 과거에 현질까지 했었어
너는 잘하는 편이었어?,나는 애매하게 중간이였어
돈은 얼마나 충전했는데?,나는 10만원 정도 썼었던 것 같아
그 돈으로 선수를 들여온거야?,응응 맞아 뽑기로 좋은 선수들을 뽑는거야
나는 오빠한테 아이디를 빌려줬는데 오빠가 말아먹었어,오빠가 혹시 합성같은 도박을 한거니?
요새 갤럭시 Z플립3가 인기있더라고.,맞아. 그거 되게 예쁘게 나왔더라./오빠도 그거 사려고?
너는 바꿀 생각 있어?,아니 나는 아직 약정 안돼서 나중에 바꾸게./그때는 현금으로 자급제 사려고.
그거 하면 장점이 있어?,응. 자급제 하면 알뜰폰 써서 싸게 이용할 수 있어./근데 대신 초기 비용이 많이 드는 게 단점이야.
핸드폰 대신 이어폰이나 새로 사려고.,그래 오빠가 잘 알아보고 결정해
즐겨 하는 게임 있어?,나는 딱히 즐겨하는 게임은 없어/추천해 줄래?
예전에 했던 게임도 없어?,나는 과거에는 FM이라는 게임을 했어
얼마나 열심히 했어?,한 이천 시간 정도 했었던 것 같아
그 정도면 프로 게이머 해도 됐겠는걸!,아니야 중독성이 심한 게임이라 이만 시간 한사람도 있다던데?
그건 정말 미친 짓이다,맞아 그렇게 하면 일상생활이 안될 것 같아
이번에 호날두 유니폼 사려고.,어디서 어떻게 사려고?
인터넷을 통해서 직구하게.,아 진짜? 직접 가서 사는게 더 싸지 않아?
"그렇긴 한데, 재고가 없는 것 같아.",그렇구나 아쉽겠다/그럼 인터넷에서도 마킹해줘?
유니폼 같은 거 사본 적 있어?,아니 없지 나는 스포츠 안 좋아하잖아/아니면 다음에 유럽 갔을 때 사는 것은 어때?
근데 거기는 사이즈가 우리나라랑 달라서 고민이 되네.,입어보고 사면 되지
너 볼링 칠 줄 알아?,ㅋㅋ 나 볼링 최고점수 50점^^/ㅋㅋ 나 볼링 최고점수 50점^^
ㅋㅋ 나는 오늘 처음 쳐봤는데 되게 재밌다!,ㅋㅋ 너는 몇점 나왔어?/ㅋㅋ 너는 몇점 나왔어?
나는 32점... ^^,처음친 것 치고는 잘 했넼 ㅋㅋ/처음친 것 치고는 잘 했넼 ㅋㅋ
볼링 공 드는 거부터 너무 어렵다고 난 아직 ㅠㅠ,난 볼링공 제일 가벼운 것도 손 부들부들 거리면서 들어.../너무 무거워.../난 볼링공 제일 가벼운 것도 손 부들부들 거리면서 들어... 너무 무거워...
"ㅋㅋ 난 8키로 짜리 쳤는데, 내 친구는 13키로 짜리로 하더라고...",와... 나는 제일 가벼운 거 들고도 그 다음날 팔 아파 죽는 줄 알았는데 친구 대단하다/와... 나는 제일 가벼운 거 들고도 그 다음날 팔 아파 죽는 줄 알았는데 친구 대단하다
ㅋㅋ 나랑도 다음에 볼링 치러 가자!,내기하자 내가 너는 이길 자신 있어!/내기하자 내가 너는 이길 자신 있어!
팀으로 하는 게임 좋아해?,아니 나는 다른 사람과 팀으로 하는 게임은 즐기지 않아
그럼 혼자 하는 게 더 재밌니?,응응 나는 내가 전부 관리하는걸 좋아하는 것 같아
나도 서든 어택에서 욕 먹은 이후로 팀 게임은 안하게 됐어,게임에서 욕을 하기도 하니?
응 다 죽고 나만 남았는데 답답하다고 욕하더라고,그럼 먼저 죽은 사람이 잘못을 한 거 잖아
내가 잘 숨어서 살아남았던 거거든,숨어있는 것도 실력이야
보드게임 카페 가봤어?,아니 가보지는 않았는데 가보고 싶어. 어때?
여러명이서 가면 아주 재밌어,둘이서 가는 것보다는 여러명이 좋아?
둘이 가면 할 수 있는 게임이 별로 없잖아,그렇구나 그럼 영영 갈 수가 없겠네
둘이 가도 루미큐브나 우노 같은 건 재밌게 할 수 있어,너무 슬프다
무료할 때 한번 가봐,알겠어 정보 알려줘서 너무 고마워
나 이번에 가을 맞이 옷 살 거야,무슨 옷 사려고?
가을이니까 코트 어때?,트렌치 코트야 아니면 모직 코트야?
아마 트렌치 코트 살거야,너 키 크니까 코트 잘 어울리겠다.
그래서 나도 기대 중이야,어디 가서 옷 살거야?
코트는 오래 입으니까 백화점에서 사려고,그래 다음에 만날 때 자랑해줘
캐치마인드 해봤어?,그거 정말 재미있지
너는 잘하는 편이야?,그건 못해야 웃긴 게임같아
그림을 잘그리는건 무관한 것 같아,맞아 순발력과 센스가 중요해
맞아 그래서 요즘 하면서 순발력을 기르고 있어,텔레스트레이션이라고 비슷한 보드 게임 있는데 정말 재밌어/나중에 같이 하자
아 진짜로? 알겠어 정말 고마워,기대하고 있을게
이번에 신발 살 거야,어디서 신발 사려고?
아마 인터넷으로 살 것 같아,매장에서 신어보고 사지 그래?
매장에서 사는게 더 비싸서,그럼 매장에서 신어보고 제품명을 작성해놔
오 그거 좋은 생각이네 그렇게 해야겠다,그럼 우리 같이 쇼핑하러 갈래?
그래 네가 내 신발 좀 골라 줄래?,응 그건 내 전문이지/어떤 종류의 신발을 사려고?
운동화 사려고,그래 그럼 같이 운동화 봐보자
제페토 해본적 있어?,나는 안해봤는데 재밌어?
응 생각보다 할 수 있는게 엄청 많아,너는 돈도 썼어?
응 딱 만원만 썻어,그걸로 뭘 샀어?
드레스랑 여러가지 콘셉트로 의상을 맞췄어,나중엔 제페토 같은 게 실제 시장이 될 것 같아서 걱정돼
맞아 나도 그런 부분들이 걱정되는건 사실이야,지금도 힘든데 가상 세계에서도 소비해야 하니까
하지만 너도 한번 해보면 좋아할꺼야,한번 해볼게
쿠팡 배송 써봤어?,아니 한 번도 안 써 봤는데/쿠팡 쓰면 좋은게 있어?
쿠팡이 좋은게 월 3천원 지불하면 무조건 다음날 배송돼,우와 신기하다 그건 어떻게 하는거야?
쿠팡은 자체 물류센터가 있어서 그렇대,배송 시스템이 잘 되어 있으면 가격도 올라가지 않아?
쿠팡이 적자보는걸 감안하고 하는거라 비싸진 않아,나도 한 번 이용해볼게/알려줘서 고마워
그리고 후기도 잘 남기면 체험단에 선정될 수 있대,그럼 뭐가 좋은데?
너는 게임이 질병이라고 생각하니?,어린 아이들은 조절이 어렵기 때문에 권장하지 않아
요즘 중국이 게임을 질병으로 규제했데,그럼 중국은 게임을 못하게 해?
아이들은 하루 한시간 이상 하지도 못해,그런 공산주의적인 방법은 잘못됐다고 생각해
맞아 그래서 할머니들이 갑자기 랭킹 상위에 오르고 있다더라,그건 좀 웃긴 일이다
아이들이 할머니 아이디를 사용하나봐,어른은 할 수 있게 했구나
루지 타본 적 있어?,루지 당연히 타봤지
속도가 빨라서 무섭지,속도가 생각보다 정말 빠르더라
맞아 그래도 안 멈추고 달리는 게 재밌었어,근데 운전하는게 어렵지 않았어?
응 코스가 단순해서 어렵지는 않더라,나는 운전하다가 사고났어
어떤 사고?,부딪혔어
이번 올림픽 봤어?,응 배구 대단했지/응 나는 그중에 양궁을 재미있게 봤어
김희진 선수 팬됐어,김희진 선수 멋있지/김연경 선수도 요즘 핫하잖아
김연경 선수도 리더십 최고야,맞아 요즘 방송 많이 나오더라
브라질 도핑사건 알아?,브라질 도핑한 거 맞았대?
그거 아직 결과 안 나왔어,언제쯤 나온대?
한 번 찾아봐야겠더,부정행위에 지다니 억울한 일이야
수영 할 줄 알아?,아니 하나도 할 줄 몰라
배운 적 없어?,9살 때 배웠는데 한 달도 못배웠어
그렇구나 나도 오래돼서 다 까먹었어,아예 할 줄 몰라?
나는 할 줄은 알아,물에 빠지면 수영해서 나올 수 있어?
빠져본 적은 없지만 할 수 있을 것 같아,나를 구해줄 수도 있어?
목숨을 걸고 구해줄게,아니야 내가 수영을 배울게
너 요새 홍삼 같은건 잘 챙겨 먹고 있어?,당연하지! 피곤할 때 먹으면 되살아나는 기분...
오 다행이다! 나도 맨날 영양제 챙겨먹어!,오빠 2차 백신 맞았다 그랬지?
응응! 잔여 백신 신청해서 맞았어 왜?,아 몸은 괜찮나 싶어서 물었지
처음에 맞을때만 속이 울렁거리고 그러고는 별일 없었어!,와 나는 진짜 진통제 없이 힘들었거든ㅠㅠ 오빠도 그럴까봐 걱정했네
그랬구나~확실히 사람마다 부작용이 다른거 같아!,속 울렁거려서 어떻게 했어 그래서?
한 1분정도 그러다가 말아서 별일은 없었어! 그러고 집에 갔는데 배고프더라~ ㅋㅋ,1분...? ㅋㅋ 백신 때문에 그런건 맞지? ㅋㅋ
너는 축구 좋아해?,나 축구 좋아했는데 요즘은 잘 안 봐
요즘은 왜 안 봐?,요즘 우리 팀이 잘 못해서 재미가 없어
어떤 팀을 좋아해?,나는 fc서울을 응원해
fc서울은 원래 엄청 잘하는 팀이 아니야?,맞아 예전에는 강팀이었는데 이번에는 강등 위기까지 갔어
아직 강등된 적은 없지?,됐을지도 몰라/박주영이 돌아왔는데도 부진해
2부 리그로 강등되면 선수들 자존심이 상하겠다,선수들이 그다지 열정이 없는 것 같아
너 골프 쳐봤어?,스크린 골프 말하는거야 필드 말하는거야?
상관 없어 아무 골프나!,둘다 해본 적 없어/요즘 골프에 관심이 있나보네?
그건 아니고 요즘 내 주변 또래들도 골프를 많이 치더라고,맞아 내 친구들도 골프 배우기 시작했대
스크린은 안 부러운데 필드 골프는 좀 부러워,예전에는 고급 스포츠라는 인식이 강했는데 말이야
지금도 배우려면 좀 비싸지 않아?,그렇긴 하지/내 친구는 골프복이 예뻐서 한다더라
나는 학교 교양 수업에서 배워봤어,좋은 학교에 다니네
2012년 올림픽 기억나?,당연히 기억나지 박태환선수가 금메달을 땄잖아
그랬구나 나는 축구밖에 기억하지 못했어,축구가 메달을 땄나?
학교에서 다 같이 축구를 봤었어,솔직히 베이징올림픽이랑 헷갈려 둘 다 오래돼서/정말 재밌었겠다
그런데 박태환 선수는 요즘 어떻게 된거야?,박태환 선수는 요즘 지도자 생활을 하는 것 같아
박태환 선수 은퇴했대?,선수로서는 은퇴했던 것 같아 많이 힘들었대
하지만 은퇴하고도 행복했으면 좋겠다,모아놓은 돈으로도 평생은 먹고 살겠지?
저녁뭐먹었어!?,나 셀프김밥!
니가 만들어서 셀프김밥이야? ㅋㅋ,아니 각자 자기 밥그릇에서 만들어먹어서/셀프김밥이야 ㅋㅋ
맛있움?,웅 마싯었지!/넌 뭐먹어?
냠냠,교촌치킨!/허니콤보야?
그래서 속이 안좋았나봐,아진짜? 치킨은 혼자먹기 물려ㅠ
마자 ! 그치만 존맛~,우리 주말에 치킨먹을까?
2002년 월드컵 기억해?,꽤 어릴 때인데도 생생하게 기억나
나는 사실 어릴 때라 기억이 나지 않아,나는 그 경기가 기억나는 것 보다는 그 날의 분위기가 기억이 나
기억하는 거 말해줄 수 있어?,광화문에서 엄마 목에 업혔던 게 기억나
열기가 느껴졌어?,어린 나도 느낄 수 있는 열기였어
만약에 내가 다 커서 봤으면 평생 못잊었을거야,나도 그 점이 아쉬워
언젠가 또 그런 기적이 일어났으면 좋겠다,그럴 일은 없을 것 같기는 해
치킨 종류 너무 많아서 다양하게 시켜먹으면 안질려,맞아맞아 근데 셋이서 먹으려면 한마리 반이 딱 적당한데!
사이드시키면돼!,영리한데?
디저트를 뭐먹지 ?!,크로플 먹어줘야지~
ㅋㅋ 진짜 광교가서 사올까 고민이당,크로플위에 뭐올려줘?
위에올릴건 알아서 사와,ㅋㅋ 구랫~!/아아 뭐사갈까
아이스크림!,굿굿/커피 에스프레소만 나와?
몰라 사실 몇번 안해먹었어 ㅋㅋ,ㅋㅋ 아포카토!해먹자고 ㅎ
"군대가 문제야, 나도 군대가서 차였는데,",ㅋㅋ ㅠㅠ 내가 너무 구박했는데...기다리는거 힘들어
군대 21개월은 너무 긴거 아니야?진짜 서로한테 힘들잖아,그니까! 그리고 기다려도 제대하면 남자가 차더라?
군대에 너무 갇혀있다보니까 나오면 이것저것 너무 하고 싶다고 하더라고,와 저거봐바! 진짜 저래
후...나도 그래서 차였나...,응 그래서 먼저 차야해
나는 김연아 선수의 팬이야,김연아 선수의 어디가 좋아?
김연아 선수는 정말 흔들리지 않는 멘탈을 가진 것 같아,김연아 선수 경기 중 좋아하는 것 있니?
뱀파이어의 키스를 좋아해,그거는 꽤 어릴 때 작품이잖아
김연아 선수 최근에 찍은 화보들도 진짜 모델같아,요즘은 뭐하고 지내셔?
그래도 광고나 화보는 찍으시는 것 같아,근황같은 건 기사로 뜨잖아!
요즘도 예쁘다는 것만 알겠어,팬인지 의심이 가는구나
늦더라도 커피마실래?,ㅋㅋ 그럴까 생각보다 안늦은거같은뎅
그니깤 ㅋㅋ,커피 맛 어때/나쁘지 않군
그냥 저냥 먹을만혀~!,ㅋㅋ 초코하임이랑 같이 먹고싶은데 점심 먹을거니까 참을래
ㅋㅋ 점심 뭐먹지?,난 부대찌개도 좋고 알밥도 좋아
부대찌개 먹으러가장,좋아! 부대찌개는 원래 2인분이 기본인걸~/메뉴 말하니까 배고프다
부찌 고~,라면사리 고~
언제 먹으러갈까?,열한시 반에서 열두시 사이가 좋겠당!
캠핑 갔다 온 적 있어?,캠핑은 초등학교 때만 가봤어
우와! 그때의 기억은 남아있어?,응 그 때 언니 아람단 수련회 따라간 거였어
언니 아람단 수련회를 너가 어떻게 따라갔어?,엄마가 아람단 학부모회장이어서 갈 수 있었어/언니는 부단장이었어
언니 따라온 꼬마라니 귀여웠을 것 같아,다들 나를 귀여워했어 우리 언니만 빼고
가보고 싶은 생각 없어?,아 정말? 근데 장비가 많이 필요하잖아
