req,res
눈은 근데 장마처럼 안오는 이유가 뭘까?,그건 내가 공부를 좀 더 해보고 알려줄게
요즘 너무 바빠서 은혼을 못 보고 있어.,은혼을 밀리다니 많이 바쁘구나.
매주 화요일에 3편씩 나오는데 한 10편 넘게 밀렸어.,딱 시험기간부터 못봤구나.
보통 밥먹으면서 느긋하게 두 편 보는데 요즘은 밥도 마시고 있어.,숨 돌릴 틈이 없네.
시험 끝나면 밤 새서 봐야겠어.,시험이 끝났는데 또 밤을 새네.
그거랑 그거는 다르지.,건강 나빠지는 건 똑같다.
섬에 사는 사람들은 정말 불편할 것 같지 않니?,"맞아, 교통이 불편해서 물자 운송도 힘들고 일상 생활에 누릴 수 있는게 크지 않을 것 같아"
도시는 교통 수단이 잘 되어 있어서 적은 비용으로도 대중 교통을 이용할 수 있잖아,"응, 그래서 교통적인 문제가 가장 클 것 같아. 교통비가 정말 많이 나갈 거 같거든"
그런데 내년 3월부터 인천시에서 이런 문제를 해결해준다고 해,"어머, 정말? 잘 되었네. 어떤 방식으로 해결을 해주기로 했어?"
섬 주민인 경우에 한해 여객선 이용 비용을 시내 버스 수준으로 줄인대,"오, 그것만으로도 생활에 많은 편리함이 있겠다"
"맞아, 섬 주민 수가 적어서 지금까지 방치되었는데 이제라도 문제가 해결된다니 다행이야",그렇네. 앞으로도 조명 받지 못하는 소수의 생활과 밀접하게 이어진 정책이 많이 생겼으면 해
요새 스펙 중요할까?,흠… 특정 분야에 있어선 기본적인 건 중요하겠지/예를 들면 공채같은 경우 대졸이라든가?/근데 학점이나 이런 세부적인 건 분야별로 정말 다른 거 같음
음... 그러게 그리고 요즘 느끼는 건 스펙보다 운이랄까,ㅋㅋ 운 중요하지 그리고 뭐랄까 난 일센스도 좀 있어야 된다고 생각함
일센스... 자신 없다,ㅋㅋ 별건 아니고 그런거 있잖아 예전에 공공기관에서 알바했을 때/진짜 스펙 갖추기 위해 열심히 노력하고 상사한테 잘 보이려고 막 군대식 말투 쓰는 인턴 봤는데/내가 보기엔 너무 좀 경직돼 보였음/그리고 그 사람 전환 떨어졌음 ㅠ ㅋㅋ
그렇구나 아무래도 초년생이면 그럴 수 있지,응 첨부터 일센스 강요하면 좀 안되긴 하지만/그사람들은 그냥 사람 사이에서 좀 유연하게 하고 처신하는 법 그런 거 배우면 좋겠음/그럼 앞으로 딴 데에서도 잘 살아갈 수 있으니까
맞아 결국엔 스펙보다 됨됨이로 평가받게 되잖아,응 이 사람이랑 척하면 착 될까? 약간 이런 게 중요하지 않을까 싶음 물론 스펙 많이 보는 데도 있겠지만
요즘 해외여행 가고 싶어.,이제 갈 수 있나?
백신만 다 맞으면 갈 수 있는 곳 많더라.,그래도 격리해야 하지 않아?
출발 전에 PCR 검사만 하면 가능한 나라가 많대.,절차가 엄청 간소화됐구나.
사이판은 격리를 해야 하긴 하는데 5성급 호텔에서 격리한대.,격리 비용은 누가 내는거야?
사이판 측에서 내준다나 봐.,그럼 나도 가고 싶다.
오늘은 날이 추웠다 더웠다 하네,아마 해가 뜨면 더울거야
맞아 그래서 옷을 얇게 여러 벌 입었어,잘했어 나도 갈아입을 옷을 준비했어
추우면 바로 입을 수 있게 준비한거구나,응 그리고 비가 올 수 있대서 방수 재질로 준비했지
앗 나는 몰랐는데 우산을 지금이라도 사야겠다,아직 비가 안오니까 기다려보고 결정해도 되겠어
그런가 그럼 조금만 더 기다려보자,하루종일 날씨가 왔다갔다 하니까 정말 힘들다
나 영화를 한 번 볼까 해.,보고싶은 영화 생겼어?
그건 아닌데 영화관람권 생겼어.,요즘에 볼 거 있나?
영화 안 본지 너무 오래 되서 고민된다.,요즘 베놈 많이 보는 것 같은데 어때?
내가 베놈 1을 안 뵈서 고민된다.,하긴 시리즈물이긴 해.
보이스 봐야겠다.,그것도 재밌을 것 같아.
"응, 스크린 도어랑 열차 사이에 발이 끼었는데 주변 승객들이 도와줘서 경상에 그쳤다고 하네",정말 다행이다. 주변 승객들이 도와주다니 아직까지는 훈훈한 세상이네
스크린 도어가 생기면서 많은 부분이 좋아졌잖아,"응, 자살도 방지할 수 있고 떨어짐 사고 같은 것도 방지할 수 있게 되었지"
그런데 그 사이에 발이 끼는 사고가 가끔씩 일어나서 주의가 필요해보여,맞아. 어느정도 틈새가 있어서 끼임 사고가 발생하는 경우가 많은 것 같아
"응, 내리거나 탈 때에는 사람들이 좀 더 주의해서 다치지 않았으면 해",요즘은 스마트폰을 보는 사람이 많은데 이 때 만큼은 좀 경각심을 가지고 안전하게 탔으면 좋겠어
나랑 같이 보드게임 카페 갈래?,보드게임 카페? 그게 뭐야?
잘 모르는구나. 보드게임만 모아놓은 카페야.,그래? 되게 재밌겠다.
맞아. 잘 모르는 보드게임도 많고 설명도 있어서 하기 좋아.,그렇구나. 나 한번 가보고싶다.
어떤 게임 하고싶어?,나는 다빈치 코드 한번 해보고싶어.
나 할줄 알아.,그러면 나랑 대결하자.
내가 영화를 잘 안 보는 이유를 알아냈어.,그게 뭔데 그래?
"나는 해리포터, 디씨코믹스, 마블을 다 안 봐서 그런 거였어.",다 장편 시리즈물이네.
친구들은 해리포터 엄청 좋아하는데 나는 관심이 잘 안가.,나도 엄청 좋아하는 편은 아니야.
마블은 아이언맨만 봤어.,아이언맨은 한국인이 좋아하는 히어로 상이긴 해.
이번 방학에는 해리포터에 도전해 볼까.,왓챠에 있으니까 한 번 봐봐.
너 저번에 운전하는데 와이퍼 켤 줄 모르더라?,"응, 배웠는데 비는 처음와서 조금 당황하기도 했고 잘 기억이 안나더라고"
그래서 차 세워놓고 이것 저것 만져 봤었지,"맞아, 일단 시야가 확보가 안되면 사고가 나기 쉬우니까 말이야"
"응, 그런데 저번에 와이퍼 움직이는 것 봤는데 좀 이상한 것 같더라","응, 나도 좀 느꼈어. 그래서 운전할 때 불안하더라고"
그래서 찾아봤는데 와이퍼도 소모품 중 하나로 교체 주기가 있다고 해,"어머, 와이퍼도 교체 주기가 있어? 처음 들어 봐"
"일반적으로 6개월이라고 하는데, 소리가 나거나 잘 안닦이는 경우에는 꼭 교체를 해야 해",생각보다 굉장히 자주 교체를 해야하는구나. 와이퍼를 교체해야겠네
요즘 많이 추워서 그런지 멍멍이들도 옷 많이 입고 다니더라,"응, 그래서 볼 때 마다 귀여워서 심장이 남아나질 않아"
그냥 있어도 귀여운데 옷 까지 입혀 놓으니까 정말 인형 같더라고,맞아. 인형이 따로 없지!
그래서 나는 강아지도 안 키우는데 강아지 옷이 너무 탐이 나더라,강아지 옷은 작고 앙증 맞아서 그냥 봐도 정말 좋잖아
"응, 캐릭터 형태도 있고 종류도 다양해서 보는 재미가 있어","우리도 동물을 키웠으면 이것 저것 많이 입혀 봤을텐데, 아쉽다"
그러게 말이야. 그래도 요즘은 길거리에 다양한 강아지가 많아서 눈이 즐거워,그리고 영상도 정말 많아서 내가 안키워도 충분히 많이 볼 수 있는 것 같아
너 좋아하는 게임 있어?,예전엔 있었는데 지금은 딱히 없어.
그렇구나. 왜? 재미없어?,딱히 흥미가 안생기더라고.
아쉽다. 너랑 같이 게임해보고 싶은데.,어떤 게임을 해보고싶은데?
요즘 오버쿡 이라고 같이 요리하는 게임이 있어.,요리? 좀 특이하다. 재밌어?
응. 둘이 협동해서 하는 게임인데 정말 재밌어.,좀 흥미가 생기는데 해볼까?
그녀와 우렁총각 재주행 중이야.,지금 어디 쯤 읽고 있어?
아직 수하가 남주 게이인 거로 오해 중인 부분이야.,도수정이랑 팀장님은 이어졌어?
응응 지금 둘이 사귀는 중.,다시 생각해봐도 빡치네.
처음 읽을 땐 팀장 커플 설레하면서 봤는데 이젠 빡치기만 해.,도수정은 정말 양심 없는 캐릭터야.
진짜 뻔뻔한데 또 마냥 뻔뻔하지도 않아서 밉긴하지만 현실적이야.,현실과 판타지가 공존하는 만화지.
최근 5년동안 고속도로에서 일어난 교통사고의 경우 낮보다 밤에 사망자 수가 2배나 많대,"어머나, 밤에 운전은 정말 위험하고 어려운 것 같아"
"맞아, 시야 범위가 좁아지다 보니까 사고가 나기 쉽지",그리고 생각보다 도로에 가로등이 없어서 엄청 깜깜하더라고
"응, 그런데 사람들이 밤이면 차가 많지 않다 보니 과속을 하는 경향이 있는 것 같아",맞아. 그런데 어둡다 보니 물체를 발견했을 때 속도를 줄이면 이미 늦은 경우가 많지
그래서 사람들이 좀 더 안전을 생각해서 차가 없더라도 규정 속도를 준수해야 할 것 같아,"응, 운전자는 속도를 준수하고 좀 더 전방을 주시해서 사고에 유의해야겠어"
그리고 고속도로에 가로등 설치를 좀 더 늘려서 좀 더 안전을 확보해야겠어,시야가 좀 더 밝아지면 인식이 잘 되기 때문에 좀 더 사고가 줄을 수 있을 것 같아
요즘 아파트에서도 동물들을 정말 많이 기르잖아,"맞아, 그래서 울음 소리가 들리는 경우도 꽤 된다고 해"
사실 아파트는 동물을 기르기 적합한 환경이 아니긴 하지,"응, 그래서 되도록 넓은 집이나 마당이 딸린 집에서 키워야 할 것 같아"
그래서 그런지 동물로 인한 다툼이 꽤 있나 봐,그렇지. 울음 소리 때문에 민원을 넣는 경우도 많대
계속해서 민원이 들어가는 경우에는 조치를 취할 수 밖에 없잖아,"응, 그래서 일부 가정은 성대 수술을 시키기도 하잖아"
요즘은 대신 짖음 방지기가 달린 성대 목걸이를 채우기도 하지,"맞아, 어찌되었든 둘 다 너무 인간의 편의를 위한 이기적인 행동이야"
너 하스스톤 이라는 게임 알아?,그게 무슨 게임이야?
컴퓨터도 할수있고 모바일로도 할수 있는 게임이야.,그래? 되게 신기하다.
그치. 이게 카드로 대결하는 게임인데 재밌어.,어떻게 하는건데?
카드를 가지고 머리로 승부하는 게임이야.,좀 흥미가 생기는데. 재밌겠다.
그치. 내가 알려줄테니까 한번 해볼래?,좋아. 재밌으면 계속 해봐야지.
너 보석의 나라 만화는 안 봤다 했나?,응 나는 애니만 봤어.
만화도 제발 봐주면 안돼?,만화는 작화가 별로 맘에 안 드는데.
하 근데 그 애니 뒷내용 궁금하지 않아?,궁금하긴 한데 지금 애니 본 지 오래돼서 까먹었어.
아 이거 스포를 할 수도 없고.,스포는 절대 안돼.
선생님의 정체가 나온다고!,나오긴 하겠지만 별로 안 궁금해.
코로나가 계속 되면서 캠핑용 자동차를 빌리는 사람이 정말 많아졌대,요즘 차박이 인기라서 SUV 차량 구매도 많이 늘었지
"응, 그런데 실질적으로는 좀 불편하기도 하니까 캠핑용 자동차를 빌려서 간다고 하더라고",아무리 SUV 차량이 좋아져도 캠핑카에는 비교할 수 없지
"맞아, 화장실이나 간이 주방도 있으니까 훨씬 좋지",예능에서 캠핑카로 여행하는 걸 봤는데 정말 좋아 보이더라고
그래서 그런지 작년에 비해 올해 54%나 등록 차량 대수가 늘었다고 해,사람들의 취미 생활이 변화하다보니 이제는 캠핑차 수요도 많아졌네
"응, 그래서 요즘 자동차 회사에서도 그 점을 고려한 승용차도 많이 출시 할 거라고 하네","물건에서 실용성을 찾는 경우가 많은데, 요즘은 차에도 적용되고 있는 것 같아"
요즘 노동 조합에 대한 뉴스가 정말 많이 나왔잖아,"맞아, 집회나 파업에 관한 이야기가 요즘 정말 많이 나오는 것 같아"
"응, 회사에서는 회사의 이익을 위해 근로자들을 정당하게 취하지 않는 경우가 많잖아","응, 그래서 근로자가 주체가 된 노동 조합이 있어서 근로자의 권리를 위해 노력하기도 하지"
그래서 회사와 노동 조합의 권력 수평 유지가 중요하다고 생각해,"맞아, 삼권 분립도 권력이 한쪽으로 쏠리는 것을 방지하기 위해 마련한 방법 중 하나잖아"
그런데 요즘 보면 권력 수평 유지 보다는 각자의 입장만 고집하는 경우가 많아서 좀 아쉽더라고,"그러게 말이야, 그러다 보니 매번 타협이 잘 안되고 더 강한 강경책을 밀고 나가는 것 같아"
두 입장 모두 한걸음 뒤로 물러서서 서로의 합의점을 잘 찾는게 좋은 것 같아,"맞아, 그래서 더 이상은 파업으로 인한 서로의 손해가 없었으면 해"
요즘은 반려 동물에 대한 인식이 좋아져서 장례를 치뤄주는 경우도 많더라,"맞아, 법적으로는 반려 동물은 아직까지 쓰레기로 분리해서 버려야 한다고 하더라고"
"응, 그래서 사람들이 자기 가족을 쓰레시 봉투에 버릴 수 없다고 장례를 많이 치뤄준대",요즘은 장례도 여러 종류가 있어서 마음에 드는 방식으로 선택할 수 있대
자기가 원하는 방식을 골라서 반려 동물을 장례를 할 수 있는 시대가 오다니 신기하다,언니는 알고 있는 장례 중 마음에 드는 장례 방식이 있어?
반려 동물의 뼈를 화장하고 압축해서 보석으로 만들어 주는 서비스가 좋아 보였어,그렇구나. 그런데 보석으로 만들면 유골을 단지에 보관하는 거랑 뭐가 달라?
그 보석을 이용해서 원하는 장신구로 만들어 주는 서비스도 있더라고,"오, 평소에 매일 하고 다니면서 추억을 되새길 수 있을 것 같네"
요즘 게임에 흥미를 잃었어.,왜? 너 게임 좋아하잖아.
뭔가 재미가 없더라고.,다른 이유가 있어?/그렇구나. 내가 게임 추천해줄까?
어떤거? 재밌는거 있어?,내가 요즘 하는건데 롤토체스라고 해.
그거 들어봤는데 해보진 않았어.,내가 알려줄테니까 같이 해보자.
너 케로로 알아?,개구리 중사 케로로 당연히 알지.
나 어릴 때 진짜 좋아했는데.,나도 이럴 때 투니버스에서 많이 봤어.
어떤 개구리가 최애야?,당연히 귀여운 타마마 아냐?
나는 기로로가 최애였어.,그건 좀 특이한데?
기로로가 목소리도 좋고 거친 남자라 좋아했지.,어릴 때부터 한결같은 취향이네.
배달 오토바이를 보면 공포감이 드는 경우가 정말 많아,"맞아, 횡단보도를 건너는데 갑자기 지나가서 치일뻔한 적도 있어"
모든 운전자들이 그런건 아니지만 종종 배달 오토바이의 위험한 운전을 나쁘다고 말하잖아,"응, 그래서 사람들이 많이 배달 오토바이의 개선을 요구하고 있지"
그래서 배달 업체에서 안전한 교통 문화 정책을 위해서 캠페인과 행사를 진행한다고 해,정말 좋은 변화네. 사람들이 많이 요구하다보니 이미지 변화를 꾀하고 있는 것 같아
"맞아, 그래서 교육 과정을 구성해서 교육을 하도록 할 예정이라고 해",그렇게 된다면 좀 더 사고도 줄고 사람들의 인식도 개선될거야
사람들을 위해서 이기도 하지만 본인의 안전을 위해 좀 더 안전한 운전 습관을 몸에 새겼으면 해,"맞아, 그렇게 된다면 모두가 안전한 생활에 한발 더 가까이 갈 수 있지"
이번에 취업을 할 때에는 무조건 교통을 우선으로 고려하려고,"맞아, 길에 시간을 버린다고 하잖아. 시간도 금이야"
그래서 그런지 첫 직장을 할 때가 그립네,첫 직장은 집에서 가깝기도 정말 가깝잖아
"응, 그리고 퇴근길에는 같은 부서 언니와 카풀을 해서 좀 더 편안하게 집에 왔지",그렇게 보면 언니의 첫 직장은 나름대로 다니기 나쁜 조건은 아니었던 것 같아
이제 와서 생각해보면 그렇지 뭐. 그 당시에는 전공을 살리는 일을 하고 싶어서 퇴사했지만 말이야,전공을 좀 더 살릴 수 있는 기회가 많은 회사였으면 좋았을텐데 아쉽다
조금 그렇긴 하지만 그래도 모든 조건이 완벽한 회사는 없으니까 어쩔 수 없지,이번에 들어가게 될 회사는 모든 조건이 완벽한 회사라고 장담할게
내 친구는 요즘 나 만나는데도 홈 CCTV 보느라 정신이 없더라,직장인들도 집에 설치해놓고 자주 들여다 보더라고
얼마나 자기 강아지가 예쁜지 계속 부르고 말을 걸더라고,"맞아, 강아지들도 자기 주인 소리 듣고 짖기도 하더라"
"응, 다른 곳에 가 있다가도 친구가 부르면 그 자리로 다시 오더라",강아지들도 참 영리한 동물인 것 같아
이제 CCTV로 확인이 되니까 안심하고 외출하더라고,강아지가 집에 혼자있다가 사고가 일어날수도 있으니까 CCTV 있으면 참 편리할 것 같네
"응, 그리고 계속해서 밖에 있어도 주인 소리를 들을 수 있으니까 강아지도 좀 안심한다고 하더라",하루 종일 집 지키는 강아지들은 정말 외로울텐데 이렇게라도 교감을 할 수 있다니 참 좋다
너 크레이지아케이드 라는 게임 알아?,당연히 알지. 나 많이 했었어.
내가 요즘 다시 시작했는데 재밌더라.,아직도 그 게임 운영해?
응. 정말 꾸준히 오래 하더라.,그렇구나. 나도 다시 해볼까?
그래. 나랑같이 해보자.,좋아. 재밌겠다. 근데 잘 못해.
괜찮아. 내가 알려줄게.,고마워. 내일부터 같이 해보자.
너 웹툰 '집이 없어' 봐?,내 최애 웹툰 중에 하나야.
은영이는 정말 미워할 수 없는 캐릭터 같아.,은영이는 싸가지 없는 듯 착해서 매력적이지.
가끔 상처 입은 모습 나올 때 마다 가슴 찢어져.,나 은영이 가슴으로 낳았잖아.
여기 나오는 캐릭터들이 행복해졌으면 좋겠어.,작가가 캐릭터 설정을 정말 잘 짜는 거 같아.
맞아 모든 캐릭터를 미워할 수 없게 만들어.,그게 악역 처럼 보여도 말이지.
서울시에서 커넥티드 드라이빙 서비스를 시범 운영 할 예정이래,"음, 그게 뭔데?"
서울시에서 수집한 공공 교통 정보를 민간 네비게이션에 연계하는 서비스래,그러면 지금 보다 좀 더 네비게이션 이용에 편리함이 생기겠네
응. 주행시에 남은 신호 시간을 알려주거나 신호등 색이 바뀐걸 알려주거나 한다고 하네,그렇게 된다면 신호의 남은 시간을 확인하고 주행을 멈출 지 선택할 수 있겠네
맞아. 그리고 교차로 진입시에 보행자가 지나가는지도 알려준대,그럼 사고가 덜 발생할 수 있게 대비가 가능할 것 같아
시범 운영이 잘 이뤄져서 전국적으로 확산되면 좋을 것 같아,그러게. 운전자의 입장에서 운전도 편하고 안전도 더 유의할 수 있을 것 같아
우리 동네에 산책하는 강아지들 정말 많잖아,"응, 사람들이 많아지면서 정말 많아 졌지"
"그런데, 요즘 심심치 않게 강아지의 배설물이 보여서 기분이 언짢아",나도 그렇게 생각해. 사람이 길에 그러면 난리를 치면서 강아지는 그냥 지나가다니 말이야
저번에는 배설물은 안치우고 자기 강아지 엉덩이만 닦아주고 지나가는 사람도 있더라고,"정말 몰상식한 것 같아, 그런 사람은 강아지를 키울 자격이 없다고 생각해"
맞아. 그래서 기본적으로 견주라면 배변봉투를 들고 다니면서 뒷처리는 필수야,"응, 자기 강아지라 다 예쁠 수도 있지만 남 강아지 배설물을 보고 싶은 사람이 몇 명이나 되겠어"
견주로써 에티켓을 지니고 행동해야 할 것 같아,"맞아, 배설물 과태료 단속도 좀 더 강화했으면 좋겠어"
너는 재밌게 했던 게임 있어?,나는 카트라이더를 정말 재밌게 했어.
카트라이더 재밌지. 근데 좀 질렸어.,나도 좀 질려서 안하고 있어.
근데 요즘 새로운게 나와서 다시 재밌다고 하더라.,정말? 궁금하다.
같이 다시 시작해볼래?,좋지. 너 카트라이더 잘해?
나 완전 프로게이머 수준이야.,그러면 너가 나 데리고 이겨줘.
네이트판에 아내가 남편에 대해 고민글 올린 게 있는데 좀 웃겨.,무슨 고민이길래 인터넷에 올린 거지?
남편이 36살 인데 짱구를 보는 게 고민이래.,나도 짱구 보는데.
나도 가끔 보는데 말이야.,짱구 보느라 일을 안한대?
집안일도 잘 하고 육아도 분담해서 한대.,그러면 그냥 취미생활 아니야?
우리나라는 교통이 참 잘 되어 있는 것 같아,맞아. 디지털 강국이라 그런지 버스도 언제오는 지 확인이 가능하잖아
"응, 내가 이탈리아에 갔을 때 기차를 탈 일이 정말 많았는데 정시에 온적이 거의 없었어",버스도 아니고 기차는 지연이 되기 어렵지 않아?
그런데 유럽의 경우에는 기차의 지연이 잦다고 하네,그렇구나. 실시간으로 안내가 된다면 지연이 되어도 시간을 잘 활용할 수 있을 것 같은데
맞아. 그런데 역에서 밖에 확인이 안되어서 항상 시간을 낭비하곤 했어,우리나라는 대부분의 사람들이 스마트폰을 이용하니까 서비스가 잘 이루어지는 것 같아
한국에 있을 때는 몰랐는데 외국에 가보니 우리나라 교통이 얼마나 잘 되어있는지 알겠더라,그래서 정말 좋은 것 같아
너 연애에 대한 환상 있어?,뭐? 백마탄 왕자님 이런거?
"그것도 그렇지만, 그냥 둘이 살면 좋을 거라는 기대감 말이야",음… 결론부터 말하면 세상에 그런 건 없다고 생각해
왜냐면 환상은 내 생각에 불과하기 때문에 남들이 그걸 맞춰줄 수 없는 거야,뭐 그렇지. 문제는 그 환상에 안 맞았다고 일일이 실망하고 분개하는 거야
응. 그래서 환상보다는 조금 현실적이고 나와 인간적인 부분이 잘 맞는 지 그런 걸 판단해야 한다고 봐,뭐 대부분이 맞는다 하더라도 안 맞는 부분 때문에 또 싸우게 되잖아
응. 그래서 환상 같은 건 사실 좀 얼척없는 생각이라 이야기하고 싶었어,그래. 사람이 완벽히 일치할 수 없어
전에 시각장애인 안내견 교육생인 강아지를 마트에서 막은 일이 있었잖아,"맞아, 그게 법적으로 허용되어 있는데 마트에서 담당자가 입장을 거부해서 문제가 됐었지"
"그래서 그런지 얼마 전 마트에 갔는데, 안내견 출입 가능 포스터를 붙여 놨더라고",그 일을 계기로 마트에서도 약간의 인식 변화가 있었나 보다
"응, 그런 것 같아서 기분이 너무 좋더라",이제 안내견들이 좀 더 수월하게 건물 출입이 가능하겠네
"맞아, 포스터가 크게 붙어 있어서 이런 내용을 몰랐던 사람들도 알 수 있게 해줘서 더 좋더라고",지나가는 사람들이 상황을 모르고 뭐라고 하는 경우도 있었다고 하니 큰 도움이 될 것 같아
안내견은 한 사람의 눈 대신이니까 너무 편견을 가지고 몰아 붙이지 않았으면 좋겠다,"응, 강아지가 잘 교육을 받고 훌륭한 안내견이 되었으면 좋겠네"
시험 끝나고 볼 만화 또 정했어.,뭐 볼 거야?
오란고교 호스트부 볼 거야.,오란고교 사교클럽 맞지?
맞아 국내판은 제목이 그거더라.,어디서 볼 거야?
왓챠에 있어서 이거로  보려고.,왓챠에 애니메이션 많아?
지브리 말고는 꽤 많아.,생각보다 많은 것 같다.
경기도 버스 앱이 조금 새로워 졌더라,"오, 좋아진 기능이 있어?"
지금까지 버스가 정류장에 무정차 하는 경우가 은근히 많았잖아,"맞아, 그래서 엄청 버스를 기다리고도 놓친 일이 한두번이 아니야"
그런데 해당 정류장의 승하차 벨을 선택해서 정차를 알릴 수 있더라고,그러면 무조건 기사님이 승객이 있다는 것을 알고 정차를 하시겠구나
맞아. 사실 모든 정류장에 서는 게 가장 좋지만 사정 상 불가능한 경우가 있을 수 있잖아,"응, 그런데 이제는 앱을 통해 선택해 놓으면 그럴일이 없다는 거지?"
"응, 그리고 교통 약자 이용 시 해당 승차 벨을 눌러서 저상 버스도 요청할 수 있더라고","오, 정말 좋아졌다. 앞으로는 교통 약자도 좀 더 편안하게 버스를 탈 수 있겠네"
연애할 때 프로포즈하는 거를 인스타나 이런 데서 봤었어,그래? 신기한 방식이 있었으려나
프로포즈에 보답한다는 느낌의 프로포즈 같은 게 또 있더라고,뭐… 보답하고 싶은 마음에 하는 거면… 할 수 도있지
응 그런데 되게 물질적으로 보였어,뭐 그런데 마음을 굳이 그렇게 표현하겠다면 어쩔 수 없는 거야
"응 알긴 아는데, 그냥 되게 무색해져 버렸어",어떤 게 무색한데?
그냥 마음이고 뭐고 잘 모르겠고 이익 위주로 보여주기 식인 거 같으니까,아하… 나도 그런 생각 해. 그 약간 중간 정도가 좀 필요한 거 같아 그런 문제라면…
요즘 유기 동물이 정말 많아서 안락사를 많이 한다고 하잖아,"응, 맞아. 그래서 그런지 편의점에서도 간단하게 QR코드로 안내도 하더라고"
"정말? 사람들이 편의점을 정말 많이 이용하잖아, 홍보도 되고 좋겠다",QR코드를 찍어서 들어가면 보호 동물 리스트도 볼 수 있더라고
그렇구나. 그렇게 하면 유기 동물에 관심이 있는 경우 직접적으로 행동으로 이어지기도 하겠네,"맞아, 리스트를 보고 해당 보호소에 연락해서 입양을 받을 수 있으니까 말이야"
그런데 오히려 이런식으로 흥미를 가지고 접근해서 입양과 파양이 반복될까봐 조금 우려가 되네,연관이 있는지는 모르겠지만 요즘 유기 동물의 반복 유기도 많다고 하더라고
먼저 키우려고 하기 전에 내가 정말 끝까지 책임질 수 있는지 먼저 생각을 해봐야 할 것 같아,"맞아, 조금 더 동물을 장난감이 아닌 생명이라고 인식했으면 좋겠어"
요즘 배달비 너무 비싸지 않니?,"맞아, 그런데 배달비 또 오른다고 하더라"
"음식 값은 얼마 안되는데, 기본 배달 금액 맞추면 금액이 확 올라가잖아","응, 그래서 음식이 많이 남는 경우가 많지"
그런데 배달비도 이제 기본 3000원이 넘어가니 너무 부담 되는 것 같아,요즘 직배송을 하는 경우가 많아져서 그런지 배달 수에 비해 돈이 안되었나 봐
"집이 음식점이랑 가까우면 포장이라도 할텐데, 너무 아쉬워","맞아, 그래서 나는 배달 음식 먹는 횟수를 좀 줄여 보려고"
나도 그래야 할 것 같아. 너무 지출이 큰 걸?,맛있는 음식을 자주 먹고 싶긴 한데 돈 때문에 그러기가 어렵네
네가 추천해준 호텔 델루나 다 봤는데 진짜 재밌다!,내가 추천해 준 드라마 역시 믿고 보지?/내가 추천해 준 드라마 역시 믿고 보지?
진짜 ㅋㅋ 지금까지 추천해준 것들 다 재밌게 본 거 같아.,재미있게 봤다고 하니 뿌듯하구만! 다른 것도 추천해줄까?/재미있게 봤다고 하니 뿌듯하구만! 다른 것도 추천해줄까?
응 그래주면 고맙지!,음... 어떤 장르 좋아해?/음... 어떤 장르 좋아해?
힐링되는 드라마? 같은 거면 좋겠어.,힐링이라고 하면 또 역시 슬기로운 의사생활이지/힐링이라고 하면 또 역시 슬기로운 의사생활이지.
ost들은 많이 들어봤는데 어떤 내용이야?,99학번 동기들의 우정과 사랑과 성장그런 느낌의 드라마랄까...?/99학번 동기들의 우정과 사랑과 성장그런 느낌의 드라마랄까...?
재밌게 볼게~,ㅋㅋ 또 드라마 뭐 볼지 고민되면 언제든 찾아와/ㅋㅋ 또 드라마 뭐 볼지 고민되면 언제든 찾아와
헐 오늘 웹툰 보는 거 까먹었어.,오늘 봉사가느라 정신 없었네.
우선 다음 가서 재벌과의 인터뷰 봐야겠다.,재벌과의 인터뷰 재밌어?
나는 이 분 전작도 재밌게 봤어.,어떤 내용이야?
작가가 재벌이랑 엮이면서 벌어지는 일을 담고 있어.,이렇게만 들어보면 좀 흔한 것 같기도 한데.
근데 이야기를 풀어가는 거나 개그코드가 나랑 잘 맞아.,생각나면 한 번 볼게.
결혼할 때 다이아몬드 반지 끼잖아,"응 그렇지, 그런데 그런 거 아직 남아 있나?"
"사실 모르지, 요즘 실정에 다이아 반지 선물할 그런 게 되려나...?",글쎄 금 반지면 모를까 말이야
근데 내가 인터넷 돌아다니다가 신박한 아이템을 발견했어,또 무슨 이상한 걸 발견한 거야?
이름하여 초대형 다이아 반지,"초대형 다이아 반지, 아 그 요즘 유행하는 이상한 선물하기 그런 거야?"
응... 반지의 지름은 무려 60cm에 다이아몬드는... 수천만 캐럿 사이즈,하지만 다 플라스틱이지
요즘은 반려 동물 수제 간식이 인기인 것 같아,맞아. 사료 같이 만들어져서 나온 것 보다 건강을 더 생각한 것들을 많이 사더라고
그래서 내 친구는 수제 간식을 정기 구독해서 먹이고 있대,"요즘은 식품도 구독을 하는구나, 정기 구독을 하면 뭐가 좋은데?"
일단 매번 오는 종류가 달라서 강아지가 질려하지 않는다고 하더라,"하긴, 사람들도 아무리 맛있어도 맨날 먹으라고 하면 먹기 싫잖아"
"응, 그래서 구성을 변경해서 1달에 1번씩 보내주나 봐",그러면 건강한 간식을 편하게 집에서 받아볼 수 있어서 좋겠다
그리고 강아지의 입장에서도 매번 다른 구성이 들어 있으니까 질리지 않고 맛있게 먹을 수 있지,건강한 간식을 만드는 믿을 만한 업체만 잘 고른다면 정말 편리하고 좋겠네
쿠팡 앱에서 31만명이 넘는 회원의 이름과 주소가 유출되는 일이 발생했대,"어머나, 개인 정보 유출이 정말 잦은 것 같아"
