req,res
여름은 좀 그럴 듯 ㅋㅋ 이제 애버랜드도 할로윈 준비 하겠다 ㅋㅋ,아 ㅋㅋ 이번 달 할로윈이지 ㅋㅋ
혹시 액티비티 같은 거 좋아해?,좋아는 하는데 해보진 못했어 ㅋㅋ
아아 ㅋㅋ 요즘 되게 다양하게 많더라고,주로 어떤 거에 관심 있어? ㅋㅋ
나 스릴 쪽으로 ㅋㅋ 나도 다 좋아해,나도 약간 패러글라이딩 도전 할라 그랬는데ㅠㅠ
요즘 하늘에서 하는 거 찾아 보니깐 많더라고 ㅋㅋ,웅 다른 거 뭐 뭐 있더라?
스카이 워크나 공중그네 같은 거?,아 그런 건 무서워 가만히 있잖아...
ㅋㅋ 재밌을 거 같아 ㅋㅋ 나중에 시도해보려고 저장해놨어 ㅋㅋ,와 대단한데 ㅋㅋ 무서워 나는 스카이 워크ㅜㅜ
좀 떨릴 거 같긴 한데 ㅋㅋ 나름 재밌을 듯,오 어디 지역에 있어? ㅋㅋ
여수랑 남해에 있더라고 ㅋㅋ 지역마다 나름 많던데?,멀긴 멀다 ㅋㅋ 여수 갈 때 가볼께
술래잡기 숨바꼭질 ㅋㅋ 예전에 엄청 했는데,엄마랑 그걸 했어?/난 애들이랑 많이 했어
엥 ㅋㅋ 나도 친구들이랑 했지 ㅋㅋ 엄마랑 못해,아 엄청을 엄마랑 했는데로 잘못 봤어 ㅋㅋ
ㅋㅋ 뭔소린가 했어 ㅋㅋ 예전엔 밖에서 노는 게임 많이 했는데 ㅋㅋ,맞아 밖에서 노는 거 엄청 했지... 어릴 때
ㅋㅋ 지금은 1도 없어 ㅋㅋ 기억도 잘 안나,지금도 애들 그러고 놀라나...
요즘 애들 폰하고 놀걸?,그나마 폰 하는게 다행이지 ㅋㅋ ㅠㅠ
운동장에선 잘 안 놀거 같아 ㅋㅋ,소꿉장난하고 미끄럼틀 타고 막 그랬는데 ㅋㅋ 지금은 안그러겠지
철봉하고 뺑뺑이하고 ㅋㅋ 진짜 재밌게 놀았는데 추억,그때는 그게 재밌었지 ㅋㅋ 지금은 못 즐겨
ㅋㅋ 맞아 근데 오랜만에 운동장 가보고 싶긴 하다 ㅋㅋ,날 되면 한번 가서 흙장난 치고 그래 ㅋㅋ
여행 계획 짜는 편이야? ㅋㅋ,반반 인거 같아 근데 즉흥도 재밌더라구 하하
ㅋㅋ 나도 계획충이었는데 요즘은 즉흥이 편하고 좋더라,응 그리고 먼가 계획대로 안되면 짜증나는데 그런 게 없어서 하하
맞아 ㅋㅋ 짜여진 대로 움직이니깐 몸이 지치더라고 ㅋㅋ,오 맞아맞아 그거 진짜 격공이야 ㅋㅋ
ㅋㅋ 이제 일정 좀 줄이고 ㅋㅋ 숙소 좋은 데를 빌리는 거 같아 ㅋㅋ,나이 들어서 그러는 듯 나도 그렇게 되더라...
ㅋㅋ 진짜 어느 순간부터 이래 됐어 ㅋㅋ,나도 낼 모레 여행 가는데 숙소만 잡아놨어...
어디로 가?,나 여수 숙소는 예약 잡아놧어 하하
대박 몇 박으로 가?,1박으로 아주 짧게 다녀와 하하
부럽다 ㅠㅠ,맞아 낼모레부터 휴가야 ㅋㅋ 꿀이야~
핑크뮬리 요즘 난리던데 봤어?,응 인스타로 뜨더라 근데 막상가면 조금만 그래 ㅋㅋ
ㅋㅋ 나 아직도 못봤어 ㅋㅋ 담주에 보러 갈려구 ㅋㅋ,거의 대부분 사진 찍을라고 하는거니까 ㅋㅋ
가면 핑크뮬리는 조금 밖에 없어?,응 그 한 부분만 그러던데 거의 아닌 곳도 있겠지!
익산엔 카페에 그렇게 해놨다더라!,아 익산에도 그런게 있구나 익산 잘 알지!
ㅋㅋ 그래서 거기 가보려고 ㅋㅋ 추천 받아가지고 ㅋㅋ,오 좋은데!? 친구랑 가는 거야?
ㅋㅋ 웅 담주 그쪽으로 피부과가서 ㅋㅋ,아아 피부과 익산에 피부과 유명한 곳이 있나
ㅋㅋ 제모 때문에 다녀 ㅋㅋ 이벤트 해가지구,아 제모 인중?/여기는 인중이랑 겨드랑이 5회 9900원...
거기 싸다 어디야?,와 거기도 엄청 싸네 ㅋㅋ 여기 대전
파리에서도 오징어 게임 인기여서 체험관 생겼대!,소름이다 ㅋㅋ 영화로 나오는 거야?
아니 팝업스토어 이틀 동안 운영한대 ㅋㅋ,아아 신기하다 그정도로 인기가 있나
그런가봐 ㅋㅋ 들어가면 영화 속 소품들이랑 구경거리 있나봐 ㅋㅋ,귀엽겠다 사람들 좋아할듯 한국에는 없나
지금은 끝났어 ㅜㅜ아쉽,아 그 지하철역 입구에?/본 거 같기도 하구...
맞아 ㅋㅋ 사람 엄청 많았다던데ㅠㅠ 가고 싶었는데 끝나버렸어ㅠㅠ,안돼 사람 많은 곳은 걸러야 돼 ㅜㅜ ㅋㅋ
아쉽 ㅜㅜ 이놈의 코로나때문에 제약이 너무 많아...,10시까지 인게 젤 아쉽지...
위드 코로나하면 많이 풀린다던데...,위드 코로나 해도 뭔가 더 난리 날 거 같아
그치 뭔가 불안해 ㅋㅋ 더 확산될 거 같아,그래도 뭐 같이 이겨내자는 의미라며...
미용 목적으로 수술이나 시술 한 적 있어?,나는 시술 피부 관련된 거 ㅋㅋ 수술은 없어
피부과에서 주로 어떤 거 관리 받아?,난 트러블 올라오면 바로 가서 진정관리 받아 ㅋㅋ
요즘 너무 올라와,응 한번씩 가야되 난 계속 건들거든...
진정은 비용이 어느 정도야?,2만원정도해 ㅋㅋ 저렴한 편이야
오 괜찮네 ㅋㅋ 뭐 팩해주고 그런건가,응 맞아 마지막엔 팩 해줘 하하
내 주위엔 갈 만한 피부과가 없어서 아쉬워...,익산 갈 때 가면 되지 않아!?
다 타지라 왔다갔다 너무 힘들어 ㅜㅜ,그것도 일이지 가까우면 자주 갈텐데
맞아 너무 불편해 ㅋㅋ 언제쯤 생길라나 ㅋㅋ,피부과는 밀집되있더라구 거의 ㅠㅠ
오늘 아침에 못 인나서 한참 누워있었어 ㅋㅋ,출근하기 싫어서 그런거야?ㅋㅋ
어제 일 도와 드렸더니 허리랑 발목이 아프더라 ㅋㅋ,와 오늘 출근한게 대단하다... 하하
ㅋㅋ 말하고 안 나가고 싶었어 진짜 ㅋㅋ,주말에 고생했네 ㅋㅋ 대체 공휴일이 아닌 듯
진짜 대체 공휴일 별 의미 없음...,다음주도 있다며 난 오늘 알았어...
맞아 다음주 한글날... 와우 ...,오늘 은근 사람많더라 휴...
ㅋㅋ 나도 ㅋㅋ 오전에 괜찮았는데 오후에 몰리더라고 ㅋㅋ,너무 힘들다 오늘 푹 쉬어야 되는데ㅜㅜ
오늘도 고생했네ㅜㅜ 서있는 시간이 많지?,아니 ㅋㅋ 반반이야 많이 서있진 않아
난 하루종일 서있어 ㅋㅋ,와 그럼 진짜 힘들겠다 안 뻗는게 신기
물 같은건 배송 시켜서 먹어?,응 나는 쿠팡 이용해 박스 채로 ㅋㅋ
그럼 너도 로켓와우 이용해?,아니 난 그거 회원 아닌데 그냥 돈 맞춰서 해 ㅋㅋ
쿠팡 배송이 빨라서 자주 이용하는거 같아,그만한게 없지 진짜 ㅋㅋ 쿠팡 최고야
ㅋㅋ 하루 만에 오는 쿠팡 칭찬해,나도 물이나 또 시켜야지 간편해 하하
작은 거로 먹어?,나는 무조건 작은 걸로 여러병 먹어 ㅋㅋ
나도 ㅋㅋ 그게 더 비싸긴 한데 먹기엔 편해 가지고 ㅋㅋ,아 비싸구나 근데 큰 거는 너무 따라 마시기 귀찮
맞아 괜히 자리만 차지하고...,맞아 인정 ㅋㅋ 작은 게 좋긴 좋아
이번엔 세제 사야 해... 오늘도 들어간다 쿠팡 ㅋㅋ,ㅋㅋ 쿠팡이 젤 좋긴해 편하고
저번주에 한거 봤어?,응 본방사수 했어 내일 보고 자야되나 후
메가 크루 미션 ㅜㅜ 다 멋있더라 ㅋㅋ,맞아 홀리뱅 봤어?/난 그게 자꾸 귀에 맴돌아
멋있어... 요즘 아이돌 무대도 댄서들이 더 잘보이더라 ㅋㅋ,오 그거 인정 이쁜 애들 많다니까
재밌어 스우파 ㅜㅜ나도 뒤늦게 빠져서 정주행 했잖아,정주행 할 만하지 않아?/아직 별로 안됐어 ㅋㅋ
의외로 길더라고 ㅋㅋ 재밌어서 계속 봤어,집중하다 보면 시간 금방 가 ㅋㅋ
만화 주제가 생각나는거 있어?,나는 없어ㅜㅜ  아기공룡둘리?
짱구도 있고 아따 맘마도 있고 많은데,짱구는 들으면 알거같아 ㅋㅋ
익숙하지?,오 그거 들으니까 생각난다 ㅋㅋ
이거 알아?,오 그 노래 당연히 알지 ㅋㅋ
ㅋㅋ 만화 주제가 다시 들으면 재밌어,귀에 맴돈다 ㅋㅋ 귀여운 노래들
지금도 좋지만 그 시절로 돌아가고 싶다 ㅋㅋ,맞아 ㅋㅋ 만화 보고 숙제하고 자고 ㅋㅋ
아따맘마 끝나면 자야 할 시간이고 ㅋㅋ,맞아 ㅋㅋ 아 오늘 밤도 이렇게 지나간다
그땐 그 루틴이었는데  ㅋㅋ 마치 학교 갈 생각에 개콘 끝나면 한숨 쉬는 것처럼 ㅋㅋ,응 맞아 지금도 너무 싫다 ㅋㅋ 출근하는 게
좋아하는 음식 있어 ?,짬뽕같은 국물 음식 좋아해 하하
맵고 짠거 많이 먹으면 안돼 ㅋㅋ !,많이 안 먹을려고 해도 맵고 짠음식이 맛있어 하하
그건 그래... 하하 그러다가 배탈나잖아 ㅠㅠ,맵고 짠 음식 먹고 나면 ㅋ... 화장실을/몇 번이나 왓다 갓다하는지...ㅋ
ㅋㅋ 그러니까 속도 쓰리고 맛있긴한데 후폭풍이 무서워,ㅋㅋ 그래도 좋아하는 거 먹는 게 행복한 거라고 그랬어
ㅋㅋ 그래 스트레스 안 받는 게 최고지!,난 매운것도 좋아하는데 매운거 잘먹어?ㅋ
매운 거는 못 먹는데 좋아는 하는 편이야 하하,ㅎ 요새는 매운 음식 도전해서 먹는다는데 나는 그런 건 못하겟어 하하
먹방하는 사람들 보면 또 신기해 ㅋ,매워 하면서도 다들 드시니깐 ㅋ/어떤 곳은 너무 매워서 위장약 먼저 먹고 도전하라고 한대 ㅋ... 너무 위험한 거 같은데...
너무 위험한데 ㅠㅠ,응급실 가신분들은 많다고 하더라ㅠㅠ
아파트에 거주한 적 있어?,어렷을 때 아파트에서 몇 년 살았었어 하하
나는 아파트에 한번도 산 적이 없어서 한번 살아보고 싶다 하하,아파트 사는 게 좋기는 한데 ㅠㅠ 스트레스도 은근 많이 받는 경우도 있어 층간소음 때문에 ㅜㅜ
아 층간소음으로 뉴스까지 나오잖아... 그 정도야,엄청 심해..밤에 잠도 못 자는 경우도 많아.. ㅠ 집마다 다르겟지만 얘기하는 소리도 들릴 때도 많고
와... 그러면 윗집 잘 만나는 거 아닌 이상 매일 스트레스 받겟는데 ?,응... 우리 집도 아파트 살다가 단층 주택으로 이사하고 그랬어ㅎ... 단층 주택이 최고긴 해
아 층간소음으로 문제 있었으면 주택이 훨씬 낫겠다... 난 주택살 때 바 선생 너무 많이 나와서 힘들었어 ㅋㅋ ㅠㅠ,...엇 맞아 바선생 너무...싫어...ㅜㅜ/ㅋㅋ 지금 우리 집에 첫 입주 들어와서 바선생 손가락 만한 거 나와서 잠도 못 잤어 ㅋㅋ...생각만 해도 어으..
바선생 지금은 안 나와?!,응 ㅋㅋ 옥상타고 들어오고 그랬었는데 지금은 안 나오는거 같아ㅋ
ㅋㅋ 근데 빌라도 바선생 출몰하더라... 이번에 옥상에 붕사 뿌려놨어 ㅋㅋ,붕사 그거 효과 좋다던데 ㅋㅋ 효과봤어?
그거 뿌리고 나서 안 나오긴 했어 ㅋㅋ 근데 확실히 그것 때문인지는 모르겠더라,ㅋㅋ 다행이다 ㅋ 요새 밖에 음식물 그냥 버리는 사람들 때문에 바선생이 많이 생기는 것 같은ㅜㅜ
요새 자동차 이쁜거 많이 나오더랑 하하,종류가 엄청 많더라 하하
맞아 ㅋㅋ 차 사고싶다는 생각 해본 적 있어 ?,요새는 좀 들기 시작햇어 ㅋ 어렷을 땐 없어도 된다 생각햇는데 지금은 필요한 점이 많은 거 같애 ㅋ
맞제..ㅋㅋ 나이 들면서 계속 생각이 바뀐다 뚜벅이도 좋은데 차있으면 삶의 질이 달라질 것 같아,그런 사람도 많다던데 ㅋ 차는 좋은 거 타고 집은 원룸에 사시는 분들도 있다고 들었어 하하
카푸어ㅠㅠ 그렇게 살고싶진 않다... 그런 사람들은 과시욕이 많은 것 같아,나도... 겉만 반지르르 하면 뭐해 속이 비었는데 ㅠㅠ 보여주기 위해 과시하는 건 의미가 없더라
그러니까 차 없고 집 있는 게 훨씬 나을 텐데... 그리고 보니까 차도 대출 받아서 덜컥 사는 사람들 많더라...,당장 차 생기는 건 좋은데 그 대출 값은 다 어떻게 감당하는지..하하/요새 영상들 많이 뜨던데 봤어? 사고 장면들
페북보다가 한번씩 나오는 건 봤지 하하,고속도로가 젤 위험하더라 ㅠㅠ
고속도로 영상 중에 레이 타고 가는 차 브레이크 안 밟혀서 속도 엄청 빠르게 막 가는 거 봤었는데 차에 문제가 있더라고 ㅠㅠ,ㅠㅠ 차에 문제가 많은 경우도 있네/음주 운전도 많고 차 끼어들었다고 보복도 있고ㅜㅜ
아 음주운전은 진짜 하면 안된다 ㅠㅠ,무서워... 음주운전은 생사 넘나 드는 길이야...
스펙 쌓기 너무 힘들다 요즘 세상... ㅋㅋ,ㅋㅋ 스펙 엄청 많이보던데...이래서 자격증이든 뭐든 해야 돼...
맞아 근데 하고 싶은 분야 자격증 따서 들어가는 게 쉽지도 않고... 고스펙자들이 너무 많아 ㅋㅋ,성공하려면 머리가 좋아야 하는 건가...ㅋ 요새 일자리 구하려면 경력 많이 보시더라고 하하
지금 일자리 구하고 있는 중이야 ~?,일자리는 구하고 있는데 ㅠ힘드네...
면접 보러 다니고 있는 거야?ㅠㅠ,이력서도 넣어보고 전화도 해보는데ㅜㅜ 막상 안되네... 내가 해왔던 일쪽 이 있는데 그쪽은 코로나 때문에 거의 없어ㅜㅜ
아 코로나때문에 지금 일자리가 너무 많이 줄었다ㅠㅠ,엄청...줄었더라고...하하 나이 제한도 많아졌던데ㅠㅠ/마음이 아프다... 씁쓸하다랄까
"맞다.... 다 젊은 사람들이 환영받고 지금 20대 후반, 30대초반들은 갈 데가 없어",나 이번에 느꼇자나...; 하하 내 나이 딱 앞에 까지만 구하거나 20대 초중반 사람들 적혀있는 게 많아서 ㅠ
허어... 나이말고 얼굴로 들이밀면 안돼 ? ㅋㅋ,ㅋㅋ 얼굴 들이 밀었다가 컷 당하면 어쩌지 당당해져볼까?
그렇지~ ㅋㅋ 얼굴이 앳돼 보여서 나이 말 안하면 모를 껄?,30대 넘으신 분들이 보시면 너희들도 어리다 그러실 수도 있으시겟지만 ㅋㅋ 20대 중반 소리 듣고 싶다
남자친구는 육군 나왔어~?,육군 나왔어ㅋ 50사단인가?
육군 50사단 많이 들어봤는데?! ㅋㅋ,ㅋ많이 들어봤지 싶어 여기서 가깝기도 하고 ㅋㅋ
휴가 나왔을 때도 자주 봤어 ?,"휴가 나왔을 때도  붙어있는다 싶을 정도 였으니깐 ㅎ휴가 
 나왓다가 다시 복귀할 때 되면 너무 애틋해졌던 거 같애ㅠ"
울진 않았어?,울었던 거 같애...ㅜㅜ 슬프더라 그때는...ㅜㅜ
진짜 나 같아도 떨어지기 싫었을 것 같다 ㅠㅠ,군대 남자친구 기다려본 적 있어?
엉.. 나도 2년 기다렸지...ㅋㅋ,ㅋ 같은 마음이엇겟다.. 2년 기다리는거 진짜 힘든데
그러니까 하하 남자친구 군대 전역하고 놀러 엄청 다닌 것 같다 하하,어디 놀러 다녔어? 하하/나는 1박 2일 외박 나오면 당일 바닷가 가서 새벽에 와서 바로 남자친구 복귀드가고 그랬었거든 하하
와 그것도 낭만적이겠다 추억으로 남을 것 같아 하하 나는 부산이나 제주도 쪽으로 많이 다녔었어,하하 부산이나 제주도도 기억 많이 남겠다  하하
요즘 학생들 우리 때보다 공부 엄청 빡시게 하더라,장난 아니던데... 압박감 그런 게 좀 있어보이더라 ㅠ
맞어 ㅠㅠ 내 조카도 지금 학원 4군데 다닌다던데 힘들어 보이더라,자기 의지로 공부 하려는 것도 있지만ㅠ 부모님께서 강제로 시키시는 경우도 많더라
맞아... 공부는 누구나 하기 싫겠지만 어릴 때 너무 강압적으로 공부 시키면 스트레스 받아서 나중에 다 포기 하고 싶을 것 같다...,내가 자식 낳으면 그렇게는 안 시킬꺼 같애...하하 강요하고 싶진않아 공부를...
맞아... 공부에 대한 흥미를 더 돋울 것 같아,좀 머랄까 공부 쪽도 좋지만 취미생활 더 존중해주고 싶은 건 있는 거 같애 ㅎ 운동이나 그림 글 쓰는 거 등등
본인이 하고 싶은걸 더 밀어줄 것 같아 하하,맞어 조금 걱정인 건 학폭 같은 게 점점 많아지니깐 무섭긴하다 하하...
그러게 난 내 자식이 맞는 거 못 볼 것 같다 ㅠ,내자식이 그런 상황이면 내가 현명하게 대처할 수 있을까...ㅠㅠ
현명하게 대처를 해야 하는데 감정이 앞설 것 같다...,머리에서 생각하고 내뱉어야 대는데 그런 게 어딧어 내자식이 힘들고 아픈데 눈에 뵈는 게 없을꺼 같은데 우리 둘 다...^^
맞아 그때되면 아무것도 안보일 껄 부디 친구들과 잘 지내길 바래야지 ㅠㅠ,하하 공부는 스스로 친구들이랑 잘 지내주는 게 최고인 거 같애
어머니랑 사이 좋은 편이야 ?하하,ㅎ 좋은 편인거 같애
자주 보러 가는 편이야? 하하,ㅠ 자주는 아니고 일하고 먹고사느라 한달에 1~3번?/못 뵐 때도 많아서 죄송하지
에이 그래두 한 달에 한번이상 보면 자주 보는 거지 뭐 하하,마음처럼 잘되진 안더라구 하하/가족끼리 놀러는 자주 댕겨?
여행 다닐려구 지금 여행비 거두고 있는 중이야 하하,하하 오 어디 가시고 싶으신데 있으시대?
이번에 가족끼리 제주도 갈까 싶기도 하고 ?,아 ㅋㅋ 모시고 가면 엄청 좋아하시겠다 우리 부모님은  아직 비행기 한번 못 타보셨다는데...^^
지금 해외는 못 가니까 너도 제주도 한번 다녀와 하하,모시고 가야겠다 하하 가족끼리 시간 맞추기가 힘들어서 ㅠ 우리 오빠는 타 지방에 있어서ㅜ
동생이라두 같이 해서 다녀와도 좋을 텐데 !,가까운 구미에 사는데도 힘드네 ㅎ... 동생이랑도 맞춰봐야지 가족끼리 사진 안 찍은 지도 오래된 거 같애 ㅎ
하하 한번 날 잡아서 놀러 갔다가 사진도 많이 찍고 와 ~,응 하하 가족 사진도 찍어야 겠다 이참에
남자친구랑 기념일은 잘 챙기는 편이야?,흠...연애 초기 때는 잘 챙긴 거 같은데 지금은 생일때만 챙기는 거 같애 ㅋ
ㅋㅋ 나도 그래 보통 다 그런가 봐...,ㅋㅋ 안 챙기게 되더라구 중요 한가 싶기도 하고 생일만 안 까먹으면 되지 요런 정도? 하하
"맞아 ㅋㅋ 요새는 카톡으로 다 알려주니까 알람 안 뜨면 그냥 
 지나갈 수도 있을 것 같아",ㅋ 안 챙겨도 서운하고 그런 게 없어져서 남자친구는 질투가 많아?
아니 ㅋㅋ 사귄지 5년되니까 이제 가족 같은 느낌이더라,ㅋㅋ 연애 오래된 커플들은 다 그런가보다 ㅋㅋ/초기때랑은 다르고 변했는데 편안함이 더 큰 게 좋다랄까?
맞아 ㅋㅋ 그리고 설렘보단 정이 더 큰것 같기도 하고,ㅋㅋ 근데 좀 변덕스럽게 한번씩은 설레엿음 하는 것도 있구
ㅋㅋ 새벽이나 술 마셨을 때 그런 생각 가끔 들기도 하더라 요샌 너무 바빠서 생각할 시간이 없어 ㅠㅠ,ㅋㅋ 맞아 이젠 어린나이도 아니여서/서로 미래 생각해야 되니깐
응 ㅋㅋ 나이 들수록 생각하는 것도 자꾸 바껴,ㅋㅋ 연애 초기땐 우리 뭐할까 데이트 뭐하지 이건데 지금은 빨리 돈 모으고 집도 사고 해서 결혼해야 되는데로 바꼇어 ㅋ
맞아 ㅋㅋ 갈수록 사는 걱정이 많아져,남자친구랑 결혼 로망 같은 건 없어?ㅋ
강아지 키워 본적 있어~?,강아지는 어렸을 때 키워봤구 지금은 고양이 키우고 있어 하하
어렸을 때는 어떤 강아지 키었었어? 하하,말티즈랑 진돗개 키웠었어 하하
오 ~ 두마리 키웠었어?,응 하하 둘이 다른 매력이 있어
말티즈는 엄청 작지 않아 ?,내가 키웠던 말티즈는 평균이었어 하하 말티즈도 종마다 작은게 있고 평균이 있어서
아 평균은 몸집이 조금 있어?,응~ 작은 애들은 엄청 조그만 하다더라구~
어렸을 때 친구가 키우던 말티즈는 되게 작았어서 하하 말티즈는 다 작은 줄 알았네,하하 그 컵말티즈 인가 걔는 엄청 작더라구 손바닥 만 하다 그러니깐 좀 신기하더라 하하
아 ㅠㅠ 그런데 그런 애들이 오래 못산대...,작아서 그런 건가 ㅜㅜ 안타까워...
그런가 봐... 인간들 욕심 때문에 작게 만들어진 거라 듣긴 했는데...,무지개다리 건너는 부분 때문에 안 키우시려는 분들이 많다들엇어ㅜㅜ...
야구장 가 본적있어~?,한번도 없어 ㅠㅠ 가보고 싶다 ㅎ/가본 적 있어?
나는 코로나 터지기 전에 가끔 가봤어 하하,야구에 대해  잘 알고 가야 야구장 가면 재밋는 거 아니야? 하하
나는 아빠가 많이 가르쳐줘서 알고 있어 ㅋㅋ,ㅋㅋ 나도 아빠가 야구를 좋아 하시긴 한데 들어도 어렵더라
ㅋㅋ 매일 세뇌 당하면 언젠가 알 수도 있어,볼링이나 당구는 재밋더라 ㅋㅋ
오~ 볼링이랑 당구 잘 쳐~?,볼링은 어렸을 때부터 아빠가 가르쳐주셔서 하하 당구는 어려운데 재밌어
오 아버지 멋있으시다 하하 나는 당구 못 치는데,ㅎ가끔씩 같이치려 댕겨 아버지랑/당구는 4구 까지만ㅜㅜ
오 ~ 4구 치기 어렵다고들 하던데 하하,못 치는데 칠 줄 안다 그럴 수도 있어 하하
ㅋㅋ 그래도 멋있네 ~ 스포츠 취미 하나쯤은 가져야 하나 봐...,그러니깐ㅋ 해보고 싶은 건  많은디  시간이 안나ㅜ 골프 테니스 등등
게임 종류 아는거 있어~?,그거 요새 많이 하더라 서든이랑 비슷한 거?/이름 갑자기 생각 안나 ㅠㅠ
뭐 있지...,배틀그라운드인거 같은데...? 하하
ㅋㅋ 그건 내 동생이 해서 알고 있어,해본 적은 없어?ㅋ
동생 초창기에 할 때 보기만 했는데 눈 아프더라 ㅋㅋ,ㅋㅋ 어려워 보이던데 ㅋㅋ 하는 사람만 해야대나봐 ~
ㅋㅋ 그러니까 첨에 동생도 막 차 갖다 박고 총 맞고 죽고 이러더라 엄청 성질 내고,ㅋㅋ 성격 변하겠다 ㅋ재밋어 보이긴 하던데 난 보는 걸로만 만족 ㅋ
ㅋㅋ 나도 근데 보는 것도 별로 즐기지 않아서 ㅋㅋ,ㅋㅋ 게임 못하는 사람들의 특징ㅋ 나랑 똑같다~
ㅋㅋ 맞아 흥미가 안 생겨,ㅋㅋ 하는 사람만 해야 돼~ 가만히 앉아서 게임만 하는 것도 신기하기도 하고
그러니까 ㅋㅋ 눈도 다 것 같은데...,ㅋㅋ 안경 끼고 해야 되는 거 아닌가 몰라
진짜 안경 안 끼면... 눈 다 껄...,난게임도 잘 안 하는데 눈 시력이 안 좋지 왜...ㅋ
유전이야... 나도 어릴때부터 안경 썼잖아... ㅋㅋ 우리 가족 중 에 나만 안경 껴,유전인가... 난 내동생이랑 나만 끼는 편인 거 같애 ㅋㅋ 폰게임을 마니 해서 그런가
해외 여행지 다녀온 곳 있어~?,해외는 아니지만 제주도만?/해외 가보고 싶은 곳은 있어 ㅋ
해외 어디 가보고 싶어 ?하하,보라카이 가보고 싶어 하하
앗 ㅋㅋ 보라카이 나도 가보고 싶다 ㅠㅠ,거긴 진짜 휴양지라던데ㅠ 바다 보면 마음이 편안해진다든데 하하
맞아 그냥 앉아있는 걸로 힐링일 듯....,왠지 보라카이 가면 하루 이틀은 턱없이 부족할 꺼 같애 하하 살고 싶어진다던데
이 말 들으니까 더 가고 싶어지네,ㅋ나중에 진짜 시간적 돈 적 여유될 때 가봐 나도 가보진 않았지만/추천해주고 싶긴 해
ㅋㅋ 나중에 같이 갈 수 있으면 가자 코로나 끝나고 ~,ㅋㅋ 꼭 같이 가자 저런 곳은 여자끼리 가야 대
ㅋㅋ 맞아 동생들 데리고 가자 ㅋㅋ,ㅋ 남는게 사진이니깐 사진도 찍고 비키니도 입고~
ㅋㅋ 그날을 위해 살을 빼놔야겠네,ㅋㅋ 그날 위해 다이어트하고 가서 맛있는 거 먹으면서 살 다시 찌우고 ㅋ
계절이 너무 빨리 지나간다 하하,나이도 먹어가고...하하 어느 계절이 좋아?
난 봄이 제일 조은 것 같아 ㅋㅋ 넌?,난 가을? ㅋㅋ/옷 맞춰 입기 좋은 날씨
ㅋㅋ 가을도 괜찮고~ 너무 더운 여름이나 추운 겨울이 질색이다...,요새 봄 가을이 없어지는 기분이야...ㅜㅜ 중간이 잘 없어
그러게ㅠㅠ 이번 가을도 딱 가을이다~ 하는 느낌이 없어,이번 겨울도 눈이 오려나 엄청 춥겠지... 으... 싫다 정말ㅠ
그래도 눈 올 때 보는 건 좋은 것 같아 하하,보는 것만 하하 비도 그렇고 눈도 그렇고 보는 건 좋은데 맞는 건 싫은 거 같애
맞아 ㅋㅋ 비는 소리 듣는 거는 좋은데 우산 들고 나가긴 싫고...,차에 듣는 빗소리 좋은 거 같애 ㅋㅋ
차 안에서 듣는 빗소리? 하하,응 하하 낭만 있어 주책이다 하하
ㅋㅋ 너나 나나 ㅋㅋ 나이만 먹고 있어 ㅋ,ㅋㅋ 날씨 마다 감정이 풍부해지는...
우리나라 사회는 어떤 것 같아 ~?,다른 나라도 같을 것 같긴한데./.ㅠ
맞아 지금 코로나 때문에 세계적으로 경제암흑기 인 것 같다  ㅠㅠ,나가는 돈은 많은데 벌 수 있는 면목은 적고 줄어드니깐...
맞아 ~ 기업들이 일어서서 일자리 창출 쫌 많이 해주면 좋을 텐데 청년들은 일자리를 잃어가고 고령화시대도 계속되고 ...문제야,일하는 시간은 줄고 물가는 오르고...ㅠ 경제가 조금 풀린다고 해도 다 잘 살 순 없는 거니깐...
그러니까 이럴 때 일수록 국가에서 도움을 많이 줘야 할 텐데 ㅠㅠ,그래도 예전에 비해 지원을 마니 해주려는 게 보이기는 한데 그것도 제한이 있으니깐...^^
맞아 ㅋㅋ 이도저도 아닌 사람들이 이제 제일 피해 많이 보고...,손실이 큰 시기라 걱정이 이만저만... ㅋㅋ 지원 받아도 손실이 커서 걱정 지원 못 받으면 못받는 대로 걱정...ㅠ
그러니까 ㅠㅠ 금 모으기 운동 했던 것처럼 단합력을 보여줘야 해 ㅋㅋ,ㅋㅋ 맞어 그때처럼 이번에도 새로운 방안이 필요해 보이긴 해
그러니까 ..ㅋㅋ 사람들도 몸 좀 사리고 해야 할 텐데,ㅋㅋ 원래 나라에서 하지 말라 그러면 더 하고 싶은 게 있는 거 같기도?
ㅋㅋ 모든 사람들이 그럴 껄 그래도 신규확진자가 더 이상 안 나와야 할 텐데,그래도 초기때보단 덜 나오는 느낌이라 다행 중 다행 ㅠ 안나와야 가게 하시는 분들이  한숨 돌리시지
미국 항공기랑 새가 충돌해서 불났다네,불이 날 수가 있어? 하하/: 의아하긴 하네
100여명 승객이 탑승한 채 이륙하려던 항공기의 엔진 속으로 새가 빨려 들어갔대 ㅠㅠ,어떻게 그런 일이 있을 수가 있어?ㅠ
