req,res
아빠가 몇이신데?,아빠 170이야
우리 아빠랑 비슷하구먼 ㅋㅋ,"근데출퇴근 하다보면 나보다 시야 낮은애들 짱많아,"
너네 어머니 키크시지않아?,166이야
야맞아 진심... 의식하고 보면 작은사람 짱많아,"외가가 진짜 다 커/나는 안타깝게 친가유전자 몰빵,"
아침에 srt 추석 예매 대실패~,와 그거 들어가면 대기시간 얼마나 나와?
00초에 눌렀는데도 내 앞에 300명 있어서 3분 넘게 웨이팅;,와... 진짜 대박이다 ㅠ/아침 몇 시에 오픈이야?
7시...너무 이르지 않냐 ㅜㅜ,너무 이르다 진짜...;/8시 정도면 그래도 해볼 만 한디
8시면 또 사람들 출근해야 해서 그런가;,아 근가ㅠ 고생이다/예약하는 것도 명절대란...
이번에 버스 타야제;,한 막히면 4시간 정도에 가는 듯/기차는 몇 시간이야?
기차는 1시간 40분 정도,와 거의 절반 시간이네.../기차가 빠르긴 빠르다
맞어 ㅋㅋ 기차가 빠른 대신...4만원 넘어 ㅜㅜ,아아 ㅠ 아직 srt 안 타봤다 ㅠ
너 8:30-5:30 일한댔나?,응 ㅋㅋ 너네는 9시 부터지?
우리 이제 단축근무해! ㅋㅋ,헐 진짜? 오 왠일이랰 ㅋㅋ
출근시간 9:30 된건 꽤 됏는데,오~좋다/갑자기 왜 그러지? ㅋㅋ
이번달은 9:30-6:00 다음달은 9:30-5:30,와 짱좋네 월급깎이는건 아니잖아?/대박 좋겠다
당근! 그 52시간근무제 때문에 그렇대,와 일곱시간일하는거네 그럼
상반기에 야근을 많이해서 하반기에 초과되는거 메꿀려고 한대!,아...야근 많이 해서?/그러면 1년 종합해서
그치 상반기는 어쩔수 없어,주52시간만 안넘으면 되는거야?
"무슨말인지 이해가 가니,?",그래 그건 알겠는데 야근은 상반기에 하고 지금 그 초과한시간을 단축근무해서 빼겠다는거 아냐?
맞아! 근데 전체 평균이 52시간이 아니라 40시간기준인거다!,전체가 일년을 말하는거야?
응응!,난 매주마다 52시간 해야되는줄알았지/일년기준이구나
난 이상형으로 덩치봐^^ ㅋㅋ,ㅋㅋ 야 내가 그말하려고했따구 ㅋㅋ
ㅋㅋ 내가 좋아하는 애들 보면 알겠지? ㅋㅋ,"덩치,?"
헤헤,지금은 많이 컸지
남자는 덩치다,너는 외적인것만 보냐고 ㅋㅋ/너프사가 짱이지
ㅋㅋ 아니거든? 나 엄청 까다롭다구^^,외적인게 젤 까다로운거아냐? ㅋㅋ
나도 다욧하면 단발 할 거야ㅎ,ㅋㅋ 다욧이랑 상관없어/머리랑 ㅋㅋ
난 있어ㅋ ㅌㅌ ㅋㅋ ㅌㅌ동글 부각,ㅋㅋ 야 오히려 단발이 더 낫다던데 동글이들
얼굴형대로도 아니다,ㅋㅋ 그런가 여튼 이제 또 머리 길고파
길러바,ㅋㅋ 난 기를 자신 있지
난 결혼하고 자를랭! ㅋㅋ,ㅋㅋ 그래...그래라 결혼하구 단발
아 그 맹인 하는 것?,응 ㅋㅋ 거기가 이수 ㅋㅋ
아...이따 3시에 결제하는거 잊지말자...,뭐 결제하는데? 아 srt?
한시간남았다,내가 아이디 알려줬지?/그거들어가서 결제해줘
어어 연어해봐야해 ㅋㅋ 아이디 비번,그래 내가 모르면 다시 보내줄게 ㅋㅋ
진짜...버스탈뻔;,오라갈땐 버스라도 예매돼서 다행이야/안그러면 연차써야했잖아
맞어...그나마 우등이여서 다행이야...한자리 원해요,ㅋㅋ 옆에 사람 앉으면 불편해 버스 오래 타야하는데
"ㅋㅋ 맞어 공감공감,혼자가 좋아 코로나니까 또",맞아 아니면 옆자리에 사람 없으면 괜찮은데 아니면 혼자가 좋아
거기는 따로 먹는 사람 1명도 없어?,응 여긴 조직문화라 ^^/너희는 따로 먹어도 됑?
너네도 은행이나 병원간다고 하면 따로 먹는건 가능하지않아?,그런건 가능하지!/근데 저 점심을 따로 먹어도 되나요? 약속 있어서요 > O 저는 그냥 점심 따로 먹겠습니다 > X
군대에서 얼마나 카페에 가고 싶었는지...,군대에도 베이커리 같은 건 있지 않아?
군대 빵은 맛 없어.,나 전 남친 부대에는 파리바게트 있었는데./노래방도 있었어.
나는 군대에서 축구 하는 게 제일 재밌었어.,그치 오빠 휴가 나왔을 때 나랑 도 맛있는 거 먹었잖아.
야채가 진짜 맛있었어.,축구는 동기들이랑 해?
그리고 군대에서 부조리도 엄청 했어.,부조리가 있었어?
짬 때리고 일과 미루고 이런 거 엄청 했어.,오빠도 당했어?
오징어 게임이라고 들어봤어? 하하,나 오랜만에 메이플 하고싶다
아니 그런거 말고 직접 하는 게임말이야,오오 그건 몬데?
옛날에 하던 게임이라던데 약간 공기 처럼 전통게임?,엥 진짜? 아 그 무도에서나온?
공기는 좀 잘하니? 하하,공기 탑이지 하하
다음에 공기한번뜰래?,오 좋아 곧 만나자
하하 내가 또 공기 한번 시작하면 끝을 몰라서,내가 무조건 1등 하하
요새 이더리움 짱이다 난없지만 ^^,아그래? 가는길에 우리 애들도 좀 끌고가주지ㅠㅠ/이더리움이나 사둘걸...
"오르긴 하겟지,?",그니까 요새 또 내려갔더라
아직 코인원 실명계좌 인증 안된거같아서ㅜ,잘 오르더니ㅠㅠ 왜 또 그럴까
응 많아 생각뷰다 ㅋㅋ,ㅋㅋ 안 보이던데 다양하네  내 친구... 새치도 있고
다엿이야,아 그랭? 난 닭강정 배달 시켰어 ㅋㅋ 신촌씩이나
나도 오빠한테 치킨 시키라 함,정수리 쪽 앞머리 왜케 비어 보이는지
ㅋㅋ ㅌㅌ,머리 하고 어디 가는데 ㅋㅋ
얇아졌대,ㅋㅋ 나이 먹을수록 얇아질 일만 남았지
매직하니까 숱 진짜 작네,ㅋㅋ 왜 보자 매직한 머리
아직 중화 중,ㅋㅋ 나도 얇은데ㅜㅜ 클낫네
아는 오빠 주택 안된거 안타깝더라,아 주택청약...? 맞아... 경쟁률 별로 안 쎘던거같은데
어어 주택청약... 되게 긍정적이던데... 그 오빠,보통 30:1 이정도 걍 넘어가는거같던데 10:1 에도 ㅜㅜ 빡세구나
그니까 10:1에서도 안되면... ㅜㅜ 내 집 마련 어렵네,진짜 어렵다 ㅜㅜ/이런거보면 신혼 부부들... 많은데...
그니까 신혼 부부 가산점 같은거 먹고 들어가도 저렇게 탈락이구나...,진짜 그냥 미혼여성은... 어림도 없겠다
어이가 없어요,만점인 그 사람들끼리 경쟁이잖아 또... 에휴
그니까 박터진다 만점자들 ㅜ,점수조차 안되면 도전도 못하는... ㅠㅠ
진짜 서울에 내집 마련 가능하나요...하아...,힘들듯싶다... 전세가격도 너무 폭등했어
진짜... 아파트값 왜이리 올라,좋은 아파트 못살거같아 진짜 ㅜㅜ
지방 가야하나...깡 시골,ㅋㅋ 근데 나도 다음에 이사가면...남양주쪽이나 여튼 경기로 빠질거같아
수도권으로 빠질수록...,그니까 ㅜㅜ 집값 그나마... 좀 괜찮은? ㅜㅜ/서울에서 전세 살바에는...
하...아침부터 현타오네,진짜 내 집 마련 ㅋㅋ 너무 어려워졌다
맞어 3시에 결제 열려서 결제했다,결제 열리면 어떻게 결제해. ?
그냥 결제대기중 이렇게 떠있어서 결제진행함 어플에서,그래? 신기하네/난 아직 추석때 예약을 안해봐서
ㅋㅋ 아 ㅋㅋ 그래도 성공했다 너가 이번에 ㅜㅜ기차표,맞아 내가 성공해서 다행이지ㅠㅠ
아 진짜...내년 설에 성공해야지...기차표... ㅜㅜ,내년에는 좀 이른시간에 신청하자/너무 늦게하니까 안돼나봐
이른시간...ㅜㅜ근데 이른시간에 하는 사람도 많긴해...,그래도 퇴근시간 전후가 제일 빨리 매진인가봐ㅠㅠ
하긴 우리가 선택한 시간이 사람들도 선호하는 시간이긴해...,맞아 그시간대가 엄청 몰리지 ㅠ/다음에는 진짜 더 잘해보자
눈물...짜증...아아아악!,계획 짠다고 짤수있눈게 없어요ㅠㅠ
너 알바하는 편의점이 어디랬지?,나는 cu얌/왱?
맨날 헷갈리는듯 ㅋㅋ 아직 폴바셋꺼는 안먹어봤고?,응 비싸서ㅠ ㅋㅋ 딱히 끌리지도 않고
오늘까지 급하게 해야하는 일 있어서 그거 하고 정신없이 왔네ㅠㅠ,헉 회사에서 바로 퇴근이지?
응! 더 일찍 잡을걸 싶다가도 일이 많았어서 아슬아슬했다 ㅋㅋ,다행이다야 ㅋㅋ 지금은 괜찮아? 반응이 어때?
첨에 신경쓰여서 좀 뻐근한가 싶은데 괜찮아 아직까지는 ㅋㅋ,오 화이자 맞았지?
나는 내일 쉰다^^ 출근 잘해~[이모티콘],오냐! 넌 내일 푹 쉬렴!
호캉스 어땠어?,완전 좋았어 ㅜㅜ
너 글래드마포 갔지?,어 ㅋㅋ 가성비 갑이야 진짜
얼마에 예약했는뎅?,6만원대 ㅋㅋ 대박이지?
헐 진짜 싸다 ㅋㅋ,응 ㅋㅋ 여기 침구류도 유명해
나도 가봐서 알아 ㅋㅋ 룸컨디션 진짜 좋음,맞아 근데 어메니티가 없어서 그건 좀 아쉽 ㅜㅜ
아 그건 환경보호 때문에 어쩔 수 없긴 하지,그치... 빗도 없어 꼭 챙겨가 가려면...
아 나 항상 빗챙겨감 그건 다행임,응 화장솜도 챙겨가야해 ... 정말 다 없어
난 칫솔 없는게 불편하더라,맞아 ... 근데 그거 없는 호텔은 많아
그건 그래 ㅠ 불편함을 감수해야지 뭐,응  ㅋㅋ 침구가 좋잖아 대신
진짜 거기서 자면 꿀잠 자게돼,맞아 ㅋㅋ  친구랑 극찬함
여기는 갑자기 비와,여기도 비와...
비오니까 확실히 쌀쌀해졌어,너 백신 맞아서 그런거 아냐?
비와서 쌀쌀해진거지,그니까 곧 가을 오려나봐
여름보다는 가을이 좋지,맞어 나도야 너도?
여름은 덥잖야,ㅋㅋ 맞어 가을이 최고야 그리고 봄
겨울은 너무 추워,맞어 근데 가을 짧지 ㅜ
여름이랑 겨울이 길어졌어,그니까 여름이랑 겨울이 제일 별론데
땀흘리고 여름정말 싫어,맞어 겨울은 땀은 안흘리지만...추워서 싫고
너무추워서 이가 떨리지,맞어...그래도 예전에 집보다는 덜 추워서 다행
예전집운 추워서 코가 시려웠어,맞어 지금 집 여름엔 시원한편이고 겨울은 따뜻한 편이여서 좋다
거래소를 옮겨야하나 걱정이야 ㅜ,아 코인원 불안해서?
응 혹시라도 막히면 가만히 있을순 없자너 ㅜ,그 얘기 들으니까 또 확 팔아버리고 싶네 ㅋㅋ/마자 대비 해두는게 좋지ㅠㅠ
ㅋㅋ 꼬시기 쉽군,넌 언제 팔게? 안 팔 생각인가?/맞아 ㅋㅋ 난 귀가 얇거든 ㅋㅋ
이미 없는돈이여 슬프지만 ㅜ,난 지금 3분의1이라도 찾아야하나 싶어 ㅋㅋ/5분의1도 안되는 금액보다가 3분의1 보니까 돈 번 기분이랄까? ㅋㅋ
"ㅋㅋ 난 오분의일때 넣어야했는데 생각뿐, ㅋㅋ",아 ㅋㅋ 나 진짜 오르빗 700원대였나?/그때 진짜 한번 넣을까 생각했었는데 왜 생각만 했을까...
ㅋㅋ 맞아 그때 한창 관심있어보였는데 물타서 탈출하려구,너 물타서 탈출할거라고?/마자 그때 진짜 물탈까 생각했었는데ㅠㅠ
아침 출근 운전할 때 개졸려워,아침부터 운전하는거 너무 피곤할 것 같아/졸음운전 조심해!
운전할 때 오디오북 들으니까 뭔가 옆에서 누가 재잘재잘대는 것 같은 느낌이야,아 맞다... 아니 정도면 화려하지 않아 심플한 전적이지!/번호판만 찌그러졌었잖아
번호판만 보면 마음이... 찢어진다...,ㅋㅋ 그렇구나 난 아직 누가 옆에서 말하는거 잘 안들어오더라 ㅠ/그래서 내비가 하는 말도 못들어...
내비가 하는 말도?,와 진짜 맞아 ㅋㅋ/내비도 그래 ㅠ/뒤에 ~입니다 만 들린다구
아 진짜 ㅋㅋ 중요한 말은 앞인데요ㅠ,그냥 앞 유리창에 자막으로 보여주는게 더 도움될거야...
태권도 이다빈 선수 있잖아,아 알지 이번에 올림픽 나간 선수!/근데 이다빈 선수는 왜?
오늘 엄마 만나서 얘기하다가 알았는데 아빠 친구 딸이더라,헉 진짜?
응 나도 놀랬어,와 세상 진짜 좁다
그치 나도 놀랬어,무슨 얘기 들었어?
그런 칭찬만 들었어,우와 뭔가 그럴거 같았어
그치 그래서 이제 팬 하려고 ㅎ,사인받아 ㅋㅋ 내꺼도
더이상 비안옴,ㅋㅋ 다행...아까 산책나갔을때 비와서 다시 들어왔는데;
ㅋㅋ 산책도 다녀? 소화시키려고?,아니 나가고싶지 않은데...과장님이 한바퀴 돌자고 해가지고 어쩔수없이...나갔다옴
우리 언니 원동력은 강아지 과장님 아님 안움직이네,그니까...도시락 집에서 싸다녔으면 혼자밥먹고 쉴 수 있는데.../회사지원해주니까...과장님도 내부에서 먹어서.../다먹고 꼭 같이 나가자하셔서
하긴 과장님 돌아다니는거 좋아하는데 어제 하루종일 비왔어서,맞어...비가 오든 안오든...날이 좋든 안좋든.../웬만하면 나가서 산책하셔 점심에
대박이다 우리강아지가 좋아할 사람이네,ㅋㅋ 그니까 우리도 새벽에 강아지때문에 비와도 산책나갔듯이^^.../날씨 상관없으신분이야
밖에서 누가 두드리든 한두번짖고 누워있어,ㅋㅋ 언제 산책 나가게./비안올대 나가지 지금~
밥먹고,응 날 지금은 괜찮다 ㅋㅋ
그거 심각하더라,아 마자 그거 진짜 심각하지/이제 진짜 보편화되면 엄청 문제될거같더라
어플다운순위에서 높대 ㅜ,아진짜? 아예 어플로도 나와있어 벌써.!?
막 완전 자연스럽게는 아니어도 사실 우리얼굴바꾸기도 그런거자너,헐 얼굴바꾸기 어플도 딥페이크구나.../그것도 딥페이크라하니까 진짜  확 와닿네...
다르게 악용되면 범죄되는거고,그래도 단순 즐거움 목적이였다가 악용될수도 있으니까
눈 밑에 비립종 난 거 피부과 가볼까 했는데 ㅠㅠ 못 갈 거 같아,왜 ?
아니 너~무 비싸더라고,헉 얼만데?
하나당 삼만원인가 그렇다더라고?,하나당?
아니 ㅠㅠ 그건 아닌데 시술 받은 사람이 얘기해줬어,병원마다 다르지 않아?
그럴려나?,응!
그럼 병원에 한번 물어봐야겠다,근데 내 생각엔 그 정도까진 아닐 거 같은데 ㅠㅠ
그럴까? ㅠㅠ 안 그래도 눈 밑에 너무 많이 나서... 그 정도면 몇십 깨지거든...,ㅠㅠ그 정도 아닐 거 같아 일단 전화부터 해봐~!
집 앞에 있는 곳에 전화해 봐야겠다,응 비립종 때문에 스트레스 받더니 결국 받는구나
응 ㅠㅠ 이렇게 계속 스트레스 받느니 피부과 다녀오는 게 나을 거 같더라고,맞아 한번 가서 치료 받으면 괜찮을 듯
요즘 군대는 참 편한거 같아,오오오오 꽤나 라떼는 발언이네
핸드폰도 다 쓰고 하하,지금은 다 자유롭게 쓰는거래?
그치그치 월급도 엄청 많이 받어라고?,군대를 안가봐서 아무것도 몰라 하하
받어라고가 아니고 받더라고! 미안 하하 그래도 내가 가끔 얘기하잖아,군대 엄마아빠 때는 몇년이였더라 진짜
한 3년정도 하셨을라나?,대박이네... 우리나라는 군대가 있어서 남자들이 힘들겠어
하하 그치 근데 다들 고생하는거라서 존중해줘야해,군대에서 따돌림만 없었으면 좋겠다...
양궁 배워보고 싶다,양궁이 그렇게 힘들대
나는 그 실내 양궁장 활만 들어봤는데 무겁더라고...,실제로는 그것보다 무겁다는데 얼마나 더 무거울까
진짜 그 정도일거 같아...,그래도 배우면 짜릿할거 같아
"그치, 그래서 배워보고 싶어",나도 살면서 한번쯤은 배워보고싶다
나 이번에 경주갔었는데 또바기 식당 봤다,아 ㅋㅋ 또바기 식당 ㅋㅋ 나도 춘천에서도 봤다
ㅋㅋ 춘천에서도?,어 ㅋㅋ 곳곳에 널렸더라... 전에는 몰랐는데
와...체인점인지 몰랐어;,아 또바기가 들어간 어떤 음식점이었어 ㅋㅋ
이제는 반가워,경주여행에서 뭐 했어?
황리단길 좀 돌아다니다가 첨성대랑 월정교 보고 끝...,아아 맞아 나도 경주가서 황리단길만 주구장창 돌았던 기억난다
경주 처음가는데 황리단길 별거 없더라;,어...그냥 뭐 명동거리??;; 음식점 팔고 뭐...같더라
맞어 황리단길 아담하더라...,사람들 많았어?
월요일이라서 없을줄 알았는데 꽤 있더라;,아...다들 여름휴가를 늦게 썼나
옐로우 도넛 알아 황리단길에?,아 지나친거같은데 줄 많아서 사먹진 않았다 ㅋㅋ
지금 많이 선선해짐,맞어 가을같아 ㅋㅋ 아까도 나갔따와봄
좀더 선선해지면 좋을거같아,맞어 에어컨보다도 더 시원해 밖이
그래서 에어컨 안켰어 시원해서,오 에어컨 안틀고있어 지금?
응 별로 안더워서,ㅋㅋ 창문열고 지내는중이구나?/우리는 창문도 열고 환기하면서 에어컨도 가동중
환기시키면서 가동중 덥지는 않겠네,ㅋㅋ 이따 요리할때 에어컨 껐다가 밥먹을때 키고 먹자
그러자 날도 시원해졌으니까,그래도 덥진 않은데 회사 에어컨은 가동 중 ㅋㅋ 남의 돈 쓰기
ㅋㅋ 우리돈 아니니까 날 추워지면 히터 틀고 그런거 아니겠어요?,ㅋㅋ 그렇죠... 곧 겨울이 또 오겠죠/돌고돈다 사계절
그치 금방온다 날씨 훅훅 변해요,지금 비는 안오죠? 퇴근길에 비 안왔으면
네 날 좋아요 비안옵니다,아 우산 그냥 들고 가야겠네 비 안오니까
내일 올수있잖아 날씨 잘보고 갖고와,응 내일 비 온다고 봤었는데 자기 전에 일기예보 다시 봐야지 ㅜ
딥페이크 악용하면 어떤식으로 악용한대?,야한 장면에 얼굴 합성하는거지!/일반인도 얼굴 합성되면 피해 엄청 받을텐데/여자연예인은 진짜 최악일듯 ㅜㅜ
아하...진짜 그러겠다 완전 심각하네,어디다 좋게 쓰는지도 넘 궁금하다
그니까 나도 그런 비슷한거 본거같아서,나는 딥페이크 악용하는것만 생각해서 얼굴만 합성하는것만 생각했는데
그분들은 다시 볼수있어서 좋긴하겠지만ㅠ,그니가 좋은점을 생각하면 상용화 되면 너무 좋겠지만 사실 피해가 훨배 크니까 ㅜㅜ/좋은쪽으로만 사용하라고 규제안한다고 나쁜데 안쓰는것도 아니고
그니까 그래서 그냥 법적으로 막는게 나을거같아,맞아 걸려도 형량도 작을테고
나 헤어라인 정리하고 싶어!,갑자기? 왜? ㅋㅋ
"이마가 너무 좁아보여,",왁싱 하게?
아니!,그럼?
레이저 제모!,제모...? 그거 좀 위험하지 않아?
많이들 하더라고!,자연스럽게 될까?
잘하는 피부과 가야 한다고 하더라,피부과에서 하는 거구나...
몇 백만원 하는 거 같더라고...,몇백...?? 너무 비싼데... ?
응 근데 왁싱은 어차피 매번 받아야 하니까...,그렇게 생각하면 맞긴 한데…/주기는?
그거 아마 두 번인가? 세 번 받으면 된다고 했던 거 같아,오 아예 날 잡고 해야겠네
너는 좋아하는 연예인있니?,요즘 송강이 가장 핫하지
송강이라는 연예인은 처음들어보는데 뭐하는 사람이야?\,송강은 94년생 배우인데 얼굴 천재야
엄청 잘생겼나보네 대표작이 뭐야?,넷플릭스 호러 크리처 장르인 <스위트홈>에서 주인공인데 그 걸로 뜬 것 같아/재밌으니 보는 걸 추천해
오 재밌겠네 기회가 된다면 꼭 찾아볼게,그래
좋아하는 가수 있어?,아이돌을 좋아하는 편이야
오 아이돌중에 어떤 아이돌을 좋아해?,에스파 좋아 노래도 좋고
에스파 멋있더라 넥스트 레벨 안무가 좋은것같아,카리나는 신이에요
고래별 웹툰 다 봄?,고래별웹툰 다봤지 언니는 언제 보게
ㅋㅋ 나는 글쎄...모르겠네?,빨리 봐봐 재밌어
ㅋㅋ 언제 유료화 됨?,곧?하루면 다볼수있오
ㅋㅋ 아 진짜? 몇편까지 나왔는데 고래별 웹툰?,백화 넘었어
와 대박이다...100화 넘었으면...한 최소 보는데 일주일 걸리려나,아니야 금방봐 이틀이면 봐
눈아퍼요 안돼~,아 그런가14일날 유료화랴
헐...9월 14일날 유료화?,웅 곧이래
헉...곧이면 이번에 백신 맞고 쉬는 날 달려야겠다...헉헉...곧이구나,백신맞고 볼수있움 봐 상태 좋아야할텐데
출근하고 있는가,그럼 나는 이미 출근했지 ㅋㅋ/너는 출근하고있어?
8시반출근 5시반퇴근인거야?,응! 딱좋지? ㅋㅋ/너는 9시 6시지?
그래서 지금 출근중...[이모티콘],사람많아? 저번에 그 동기랑 신입은 어떻게 됐어?
동기랑 신입 어떤?,그 너네 세무사가 막내일 시키는거 땜에 고민했자나
맞다 ㅋㅋ 근데 지금 셈사가 맨날 외근중이라 크게 그런건 없었어,아 ㅋㅋ 그럼 아직까지 둘다 별 불만은 없겠구만 ㅋㅋ
근데 막내가 나한테 물어봐서 내가 어버버하다가 알려줌ㅠㅠ ㅋㅋ,막내는 왜 동기한테 안물어보고 너한테 물어보지?/막내도 동기한테 업무 알려주라고 시킬때 같이 듣고있었던거 아니야?
우리 동생 지금 군대에서 휴가 나와있어.,내동생도 다음달에 나온대.
며칠 전부터 코로나 심해져서 몇몇 부대는 휴가 잘렸다는데 괜찮대?,아직 별 이야기 없는 걸로 봐서는 그대로 나올 것 같아.
아 다행이다.,언니네 동생은 입대한 지 얼마나 됐어?
우리 동생은 올해 4월에 입대했지.,내 동생은 5월에 입대했는데 휴가나오면 치킨을 종류별로 시켜먹을거래.
우리 동생은 나와서 라면을 종류 별로 끓여먹었어.,사실 동생 방을 내 공부방으로 쓰고 있어서 나오면 비켜줘야 해.
나도 사실 지금 남동생한테 방 뺏겨서 거실에서 자고 있어.,조금만 참자.
겨울이 오면 스노우보드를 타러 가고 싶어!,오 스노보드 좋지!/스키랑 스노보드 중에 스노보드가 더 좋니?
"스키는 배워본 적이 없어서 잘 모르겠어, 너는?",나는 양발이 자유로운 스키가 더 편하게 느껴지더라고 ㅋㅋ
난 내 몸으로 중심을 잡고 움직이는 스노우보드 그 자체가 좋은 것 같아.,"그렇구나. 예전에 스노보드 몇 번 타 봤는데, 그때마다 넘어질 때 다리를 어쩔 줄 모르겠어서 당황했던 기억이 있어"
괜찮으면 스키 타는 법을 알려줄래?,"나도 초보지만, 다음에 기회가 된다면 같이 타보자!/혼자 타는 것보다 재미있을 거야"
나 이번에 부산 가서 ㅋㅋ 너랑 갔었던 식당 두 군데 갔다 왔다,오 ㅋㅋ 부산도 갔었구나
ㅋㅋ 어 부산 2일 찍고 경주 1일,돼지국밥집? ㅋㅋ
정답 ㅋㅋ 또 하나는 어디게,음...부산족발?
뭐야 왤캐 잘 알아 ㅋㅋ,ㅋㅋ 뭔가 기억 남는 게 두 개다 ㅋㅋ
ㅋㅋ 키야...한번에 맞추다니...박수드려요,둘 다 맛있었지...기억난다 ㅜㅜ
그니까...진짜...다시 가도 맛나더라,냉채족발로 먹으셨겠죠 당신?
당연...오바해서 중으로 먹었더니...다른 걸 많이 못 먹음,아 ㅋㅋ 우리도 중 먹었던 기억이 ㅋㅋ
네이버 지도 보면은 부산 이쪽 위치 1도 없어...,아...생각난다.../나는 이번에 부산 여행 때 광안리에만 있었어서 ㅋㅋ
이번에 부산 여행 갔다 왔었어?,어어 ㅋㅋ 숙소도 광안리로 잡고 다 여기서 해결했다 ㅋㅋ
내일 비온대?,아니 날씨 바뀌었다
날이 막 비왔다가 안왔다가 해서,방금 네이버 일기예보 보고왔어
날 좋아 내일?,원래 목요일까지 비오는거였는데
응 근데 안와?,흐림으로 바뀌어있어 ㅋㅋ 다행이야
오 강아지 산책하기 좋겠다,주말에도 해표시 되어있어
오 좋다 주말에 돌아다녀야 하니까,맞어 주말에 비 안와서 좋다/강아지랑 나가기 좋겠어
맞아 비오고 덥고 이런거 딱싫어,대신 화요일에 비온다고 되어있다 ㅋㅋ/그래도 화요일에는 학원 안가니까 괜찮
강아지 뭐 비맞으면 샤워하면 돼,출근길에 퇴근길에 비오는건 싫다.../어제 출근길에 비 옴
비올때 조심해 넘어지지 않게,그래도 어제 퇴근길에는 비 안왔다 휴...
또 식물들한테는 비오는게 좋은데 비오면 찝찝하,맞어 너 비올때 넘어진 경험 있잖아 언덕 내리막길에서... 아찔...
신발이 미끄러우니까ㅠㅠ,우선 다음주 화요일 비표시가 또 바뀔지도 몰라 ㅋㅋ/그래도 다음주에는 하루 말고는 비 안온대
너 국민지원금 신청 오늘인가?,응응 넌 들어온거야?
마자 ㅋㅋ 말해줬지...,난느 이런거 또 안 빼고 하지 ㅋㅋ
나도 계속 생각하고 있었는데...,이거끝나면 언제하는거야?
배달 원래 됐었나?,난 렌즈 사거나 거의 마트가서 생활비로 쓸듯!/예전에는 됏을껄?/그래서 많이 먹었던 기억이야 ㅋㅋ
너 영화관 안간지 오래됐지?,응 안간지 진짜 오래됐다ㅠㅠ/근데 난 평소에도 영화관 많이 가는 편은 아니라서
코로나 때문에 그것도 안가지않아? ㅋㅋ,마자 그나마 가끔 가던것도 안가지 ㅋㅋ
프리가이!,아무도 가자고 안하면 오년 더 될수도 있엌 ㅋㅋ/프리가이? 우리나라꺼야?
아니 외국!,오 무슨 내용인데?
주인공이 게임속에서 npc인데 어떤 안경을 줍고 자아를 갖게되는 내용이야!,오 설정 완전 신선하다
비 많이 온다~,헐 여기는 안 와서 몰랐어 우산 챙겼어?
아진짜? 여기 진짜 많이와서 당연히 올줄알고 말한건뎅 ㅋㅋ,땅덩어리가 좁은데 날씨는 서너개네
ㅋㅋ 거긴 그냥 선선해?,어제 비와서 날은 후덥지근 한데 그래도 버틸만해.../비 많이 오면 퇴근 길 힘들겠다
우산에 막 젖고 ㅜ,벌써부터 덥다.../비 오는 날 지하철이 진짜 최악인 거 같아/이럴 때 일찍 끝내주는 법 있었으면 좋겠다^^ㅋ
꿈이 야무지네 ㅋㅋ,생각해보면 가을까지 더웠던거 같아/그때 반팔입지 않았어?
"난 오늘 긴팔을 입었거든, ㅎ",헐... 비 와서 아예 기온이 많이 낮아졌나?/여긴 아직도 에어컨 트는 중이야...
넌 재난지원금 특별히 쓰려는 데 있어?,아니 나도 배달음식 아니면 마트 밖에 딱히 쓸 데가 없어서
배달음식도 만나서 결제하면 될 것 같은데,고민중이야...ㅠㅠ/이거 9월까지 쓰는 거 맞나?
엇 아닐껄? 더 길었던 거 같은뎅,아 배민같은 걸로 주문하고?/아 그래? 길면 다행이구 ㅋㅋ
응 근데 또 가게직원이 오는게 아니라 배민 통해서 오면 배민으로 결제되는 거 아닌감?,아 그런건가? 어렵네/그럼 확실히 하려면 직접 가서 결제해야겠네
그치ㅜ 너무 불편할듯 ㅜ,오 신청기간 엄청 기네
퇴근할 때 포장해서 들어가 야해 ㅜ,연말까지면 충분하지 ㅋㅋ
자기꿈속에서 담배핀거를 탓하면 내가 뭘 어떻게하나,ㅠㅠ 너무 나빠/안사랑하는거갗아
옛날 못된 사채업자들은 자기 꿈속에서 빌린돈도 값으라고 찾아간다는 말이 있더라,그 말은 지금 무슨뜻이니/자기 오늘 점심 우럭구이?
응응 오늘 점심 우럭구이 ㅋㅋ,맛잇겠다아~/다갸 나 스벅에 앉아있다가 올게
코로나가 좀 잠잠해져야 여행을 가지,그러게 말야ㅜㅜ
어디 제일 가고 싶니,나 순천!
아 거기 예쁘다더라,응 풍경이 장관이야
이미 가본거네?,응 가봤지!
음식은 어때?,음식은 그냥 그렇더라
난 음식 맛있어야 여행 갈 맛 나던데,ㅋㅋ 같이 못가겠는데
맛집 찾으면 되지 ㅋㅋ,찾아봐야겠다
내가 또 여행지 맛집 잘 찾지,어떻게 ?
네이버를 뒤지면 돼 ㅋㅋ,ㅋㅋ 그건 나도할듯
너네도 비와?,응 여기도 비온다
이번주 내내 오는것 같던데,마자 어제 하루 맑더니 요새 날씨가 계속 흐리네
여름끝물인데 왜이러지,그니까 날씨가 진짜 이상해진거같아
